Tiempo_s,Canal_1_raw,Canal_2_raw,Canal_1_uV,Canal_2_uV
0.0000,-3006,-3122,-60120.0000,-62440.0000
0.0078,-3086,-3381,-61720.0000,-67620.0000
0.0156,-2777,-3036,-55540.0000,-60720.0000
0.0234,-2967,-2858,-59340.0000,-57160.0000
0.0312,-3042,-3062,-60840.0000,-61240.0000
0.0391,-3002,-3005,-60040.0000,-60100.0000
0.0469,-2860,-3112,-57200.0000,-62240.0000
0.0547,-2597,-3218,-51940.0000,-64360.0000
0.0625,-2105,-3307,-42100.0000,-66140.0000
0.0703,-1651,-3279,-33020.0000,-65580.0000
0.0781,-1045,-3363,-20900.0000,-67260.0000
0.0859,-853,-3292,-17060.0000,-65840.0000
0.0938,-712,-2865,-14240.0000,-57300.0000
0.1016,-418,-2414,-8360.0000,-48280.0000
0.1094,-316,-3163,-6320.0000,-63260.0000
0.1172,-609,-3638,-12180.0000,-72760.0000
0.1250,-647,-3122,-12940.0000,-62440.0000
0.1328,-1043,-2728,-20860.0000,-54560.0000
0.1406,-1015,-3300,-20300.0000,-66000.0000
0.1484,-1322,-3065,-26440.0000,-61300.0000
0.1562,-1666,-2392,-33320.0000,-47840.0000
0.1641,-1796,-2562,-35920.0000,-51240.0000
0.1719,-1754,-3003,-35080.0000,-60060.0000
0.1797,-1912,-2724,-38240.0000,-54480.0000
0.1875,-1995,-2666,-39900.0000,-53320.0000
0.1953,-2267,-2829,-45340.0000,-56580.0000
0.2031,-2283,-2833,-45660.0000,-56660.0000
0.2109,-2030,-2656,-40600.0000,-53120.0000
0.2188,-2267,-2695,-45340.0000,-53900.0000
0.2266,-2172,-2563,-43440.0000,-51260.0000
0.2344,-2005,-2588,-40100.0000,-51760.0000
0.2422,-2393,-2515,-47860.0000,-50300.0000
0.2500,-2308,-2545,-46160.0000,-50900.0000
0.2578,-2047,-2488,-40940.0000,-49760.0000
0.2656,-2463,-2375,-49260.0000,-47500.0000
0.2734,-2589,-2256,-51780.0000,-45120.0000
0.2812,-2209,-2500,-44180.0000,-50000.0000
0.2891,-2338,-2430,-46760.0000,-48600.0000
0.2969,-2540,-2482,-50800.0000,-49640.0000
0.3047,-2602,-2605,-52040.0000,-52100.0000
0.3125,-2491,-2541,-49820.0000,-50820.0000
0.3203,-2409,-2550,-48180.0000,-51000.0000
0.3281,-2447,-2464,-48940.0000,-49280.0000
0.3359,-2687,-2163,-53740.0000,-43260.0000
0.3438,-2767,-2537,-55340.0000,-50740.0000
0.3516,-2402,-2718,-48040.0000,-54360.0000
0.3594,-2356,-2471,-47120.0000,-49420.0000
0.3672,-2765,-2578,-55300.0000,-51560.0000
0.3750,-2835,-2662,-56700.0000,-53240.0000
0.3828,-2653,-2257,-53060.0000,-45140.0000
0.3906,-2679,-2874,-53580.0000,-57480.0000
0.3984,-2621,-3069,-52420.0000,-61380.0000
0.4062,-2719,-2554,-54380.0000,-51080.0000
0.4141,-2757,-2599,-55140.0000,-51980.0000
0.4219,-2808,-2937,-56160.0000,-58740.0000
0.4297,-2973,-2867,-59460.0000,-57340.0000
0.4375,-2988,-2951,-59760.0000,-59020.0000
0.4453,-3116,-2985,-62320.0000,-59700.0000
0.4531,-3029,-2858,-60580.0000,-57160.0000
0.4609,-2664,-2585,-53280.0000,-51700.0000
0.4688,-2822,-2572,-56440.0000,-51440.0000
0.4766,-3266,-3171,-65320.0000,-63420.0000
0.4844,-3187,-3419,-63740.0000,-68380.0000
0.4922,-2970,-3138,-59400.0000,-62760.0000
0.5000,-2682,-3264,-53640.0000,-65280.0000
0.5078,-2289,-3333,-45780.0000,-66660.0000
0.5156,-2014,-3679,-40280.0000,-73580.0000
0.5234,-1450,-4086,-29000.0000,-81720.0000
0.5312,-775,-3316,-15500.0000,-66320.0000
0.5391,-587,-2775,-11740.0000,-55500.0000
0.5469,-579,-3450,-11580.0000,-69000.0000
0.5547,-861,-3660,-17220.0000,-73200.0000
0.5625,-1040,-4050,-20800.0000,-81000.0000
0.5703,-929,-3975,-18580.0000,-79500.0000
0.5781,-1406,-3201,-28120.0000,-64020.0000
0.5859,-1989,-3656,-39780.0000,-73120.0000
0.5938,-1964,-4208,-39280.0000,-84160.0000
0.6016,-2215,-3448,-44300.0000,-68960.0000
0.6094,-2612,-3611,-52240.0000,-72220.0000
0.6172,-2340,-3535,-46800.0000,-70700.0000
0.6250,-2454,-3341,-49080.0000,-66820.0000
0.6328,-3011,-3658,-60220.0000,-73160.0000
0.6406,-3069,-3614,-61380.0000,-72280.0000
0.6484,-2924,-3194,-58480.0000,-63880.0000
0.6562,-3011,-3358,-60220.0000,-67160.0000
0.6641,-3092,-3259,-61840.0000,-65180.0000
0.6719,-3194,-3221,-63880.0000,-64420.0000
0.6797,-3285,-3449,-65700.0000,-68980.0000
0.6875,-3247,-3223,-64940.0000,-64460.0000
0.6953,-3484,-3336,-69680.0000,-66720.0000
0.7031,-3427,-3253,-68540.0000,-65060.0000
0.7109,-3271,-3027,-65420.0000,-60540.0000
0.7188,-3436,-3141,-68720.0000,-62820.0000
0.7266,-3536,-3062,-70720.0000,-61240.0000
0.7344,-3317,-3118,-66340.0000,-62360.0000
0.7422,-3321,-3356,-66420.0000,-67120.0000
0.7500,-3364,-3100,-67280.0000,-62000.0000
0.7578,-3358,-2858,-67160.0000,-57160.0000
0.7656,-3224,-3113,-64480.0000,-62260.0000
0.7734,-3225,-2902,-64500.0000,-58040.0000
0.7812,-3226,-2896,-64520.0000,-57920.0000
0.7891,-3007,-2916,-60140.0000,-58320.0000
0.7969,-2862,-2800,-57240.0000,-56000.0000
0.8047,-3342,-3250,-66840.0000,-65000.0000
0.8125,-3895,-3209,-77900.0000,-64180.0000
0.8203,-4043,-2739,-80860.0000,-54780.0000
0.8281,-3997,-2962,-79940.0000,-59240.0000
0.8359,-3997,-3421,-79940.0000,-68420.0000
0.8438,-4171,-3511,-83420.0000,-70220.0000
0.8516,-4183,-3518,-83660.0000,-70360.0000
0.8594,-4072,-3375,-81440.0000,-67500.0000
0.8672,-4138,-3335,-82760.0000,-66700.0000
0.8750,-4089,-3296,-81780.0000,-65920.0000
0.8828,-3976,-3209,-79520.0000,-64180.0000
0.8906,-3901,-3071,-78020.0000,-61420.0000
0.8984,-3920,-2491,-78400.0000,-49820.0000
0.9062,-3862,-2509,-77240.0000,-50180.0000
0.9141,-3840,-3516,-76800.0000,-70320.0000
0.9219,-3930,-3476,-78600.0000,-69520.0000
0.9297,-4034,-3016,-80680.0000,-60320.0000
0.9375,-3876,-3174,-77520.0000,-63480.0000
0.9453,-3924,-3091,-78480.0000,-61820.0000
0.9531,-3881,-2822,-77620.0000,-56440.0000
0.9609,-3683,-3071,-73660.0000,-61420.0000
0.9688,-3610,-2718,-72200.0000,-54360.0000
0.9766,-3642,-2342,-72840.0000,-46840.0000
0.9844,-3532,-2875,-70640.0000,-57500.0000
0.9922,-3583,-2892,-71660.0000,-57840.0000
1.0000,-3494,-2350,-69880.0000,-47000.0000
1.0078,-3327,-2686,-66540.0000,-53720.0000
1.0156,-3415,-2995,-68300.0000,-59900.0000
1.0234,-3447,-2866,-68940.0000,-57320.0000
1.0312,-3445,-2923,-68900.0000,-58460.0000
1.0391,-3578,-2858,-71560.0000,-57160.0000
1.0469,-3605,-2788,-72100.0000,-55760.0000
1.0547,-3654,-2864,-73080.0000,-57280.0000
1.0625,-3647,-2554,-72940.0000,-51080.0000
1.0703,-3410,-2723,-68200.0000,-54460.0000
1.0781,-3361,-2935,-67220.0000,-58700.0000
1.0859,-3677,-2804,-73540.0000,-56080.0000
1.0938,-3539,-2741,-70780.0000,-54820.0000
1.1016,-3623,-2770,-72460.0000,-55400.0000
1.1094,-3515,-2532,-70300.0000,-50640.0000
1.1172,-3340,-2735,-66800.0000,-54700.0000
1.1250,-3476,-2734,-69520.0000,-54680.0000
1.1328,-3489,-2564,-69780.0000,-51280.0000
1.1406,-3167,-2741,-63340.0000,-54820.0000
1.1484,-3268,-2628,-65360.0000,-52560.0000
1.1562,-3508,-2412,-70160.0000,-48240.0000
1.1641,-3511,-2580,-70220.0000,-51600.0000
1.1719,-3351,-2586,-67020.0000,-51720.0000
1.1797,-3055,-2234,-61100.0000,-44680.0000
1.1875,-2918,-1989,-58360.0000,-39780.0000
1.1953,-2964,-1995,-59280.0000,-39900.0000
1.2031,-2907,-1951,-58140.0000,-39020.0000
1.2109,-2827,-1759,-56540.0000,-35180.0000
1.2188,-2903,-1542,-58060.0000,-30840.0000
1.2266,-2721,-1421,-54420.0000,-28420.0000
1.2344,-2646,-1362,-52920.0000,-27240.0000
1.2422,-2640,-1413,-52800.0000,-28260.0000
1.2500,-2563,-1481,-51260.0000,-29620.0000
1.2578,-2705,-1492,-54100.0000,-29840.0000
1.2656,-2685,-1540,-53700.0000,-30800.0000
1.2734,-2508,-1567,-50160.0000,-31340.0000
1.2812,-2672,-1694,-53440.0000,-33880.0000
1.2891,-2843,-1836,-56860.0000,-36720.0000
1.2969,-2671,-1744,-53420.0000,-34880.0000
1.3047,-2633,-1759,-52660.0000,-35180.0000
1.3125,-2620,-1769,-52400.0000,-35380.0000
1.3203,-2753,-1727,-55060.0000,-34540.0000
1.3281,-2744,-1726,-54880.0000,-34520.0000
1.3359,-2601,-1705,-52020.0000,-34100.0000
1.3438,-2568,-1566,-51360.0000,-31320.0000
1.3516,-2636,-1671,-52720.0000,-33420.0000
1.3594,-2591,-1744,-51820.0000,-34880.0000
1.3672,-2484,-1407,-49680.0000,-28140.0000
1.3750,-2375,-1251,-47500.0000,-25020.0000
1.3828,-2257,-1496,-45140.0000,-29920.0000
1.3906,-2096,-1559,-41920.0000,-31180.0000
1.3984,-2158,-1519,-43160.0000,-30380.0000
1.4062,-2356,-1506,-47120.0000,-30120.0000
1.4141,-2338,-1389,-46760.0000,-27780.0000
1.4219,-2206,-1461,-44120.0000,-29220.0000
1.4297,-2231,-1565,-44620.0000,-31300.0000
1.4375,-2241,-1480,-44820.0000,-29600.0000
1.4453,-2251,-1512,-45020.0000,-30240.0000
1.4531,-2240,-1672,-44800.0000,-33440.0000
1.4609,-2289,-1616,-45780.0000,-32320.0000
1.4688,-2474,-1567,-49480.0000,-31340.0000
1.4766,-2494,-1895,-49880.0000,-37900.0000
1.4844,-2182,-1902,-43640.0000,-38040.0000
1.4922,-2247,-1808,-44940.0000,-36160.0000
1.5000,-2432,-1765,-48640.0000,-35300.0000
1.5078,-2242,-1681,-44840.0000,-33620.0000
1.5156,-2175,-1763,-43500.0000,-35260.0000
1.5234,-2299,-1993,-45980.0000,-39860.0000
1.5312,-2180,-1865,-43600.0000,-37300.0000
1.5391,-2101,-1704,-42020.0000,-34080.0000
1.5469,-2285,-1839,-45700.0000,-36780.0000
1.5547,-2089,-1960,-41780.0000,-39200.0000
1.5625,-1917,-1665,-38340.0000,-33300.0000
1.5703,-2148,-1588,-42960.0000,-31760.0000
1.5781,-2225,-1861,-44500.0000,-37220.0000
1.5859,-2126,-2005,-42520.0000,-40100.0000
1.5938,-2181,-1935,-43620.0000,-38700.0000
1.6016,-2143,-1870,-42860.0000,-37400.0000
1.6094,-2128,-1917,-42560.0000,-38340.0000
1.6172,-2084,-1884,-41680.0000,-37680.0000
1.6250,-2023,-1889,-40460.0000,-37780.0000
1.6328,-1980,-1832,-39600.0000,-36640.0000
1.6406,-2060,-1875,-41200.0000,-37500.0000
1.6484,-2032,-1812,-40640.0000,-36240.0000
1.6562,-2095,-1780,-41900.0000,-35600.0000
1.6641,-2178,-2021,-43560.0000,-40420.0000
1.6719,-2004,-2059,-40080.0000,-41180.0000
1.6797,-2062,-1924,-41240.0000,-38480.0000
1.6875,-2217,-1980,-44340.0000,-39600.0000
1.6953,-2033,-2140,-40660.0000,-42800.0000
1.7031,-1964,-2017,-39280.0000,-40340.0000
1.7109,-2049,-1858,-40980.0000,-37160.0000
1.7188,-1960,-1892,-39200.0000,-37840.0000
1.7266,-1854,-1909,-37080.0000,-38180.0000
1.7344,-2087,-2120,-41740.0000,-42400.0000
1.7422,-2135,-2050,-42700.0000,-41000.0000
1.7500,-1990,-1965,-39800.0000,-39300.0000
1.7578,-1803,-2062,-36060.0000,-41240.0000
1.7656,-1709,-2003,-34180.0000,-40060.0000
1.7734,-1892,-2032,-37840.0000,-40640.0000
1.7812,-1851,-2043,-37020.0000,-40860.0000
1.7891,-1473,-1694,-29460.0000,-33880.0000
1.7969,-1299,-2045,-25980.0000,-40900.0000
1.8047,-1124,-2439,-22480.0000,-48780.0000
1.8125,-846,-1724,-16920.0000,-34480.0000
1.8203,-809,-1814,-16180.0000,-36280.0000
1.8281,-962,-3378,-19240.0000,-67560.0000
1.8359,-1090,-3858,-21800.0000,-77160.0000
1.8438,-1415,-3647,-28300.0000,-72940.0000
1.8516,-1768,-3439,-35360.0000,-68780.0000
1.8594,-2042,-3634,-40840.0000,-72680.0000
1.8672,-2240,-4022,-44800.0000,-80440.0000
1.8750,-2435,-3880,-48700.0000,-77600.0000
1.8828,-2470,-3662,-49400.0000,-73240.0000
1.8906,-2464,-3831,-49280.0000,-76620.0000
1.8984,-2595,-3833,-51900.0000,-76660.0000
1.9062,-2741,-3587,-54820.0000,-71740.0000
1.9141,-2583,-3509,-51660.0000,-70180.0000
1.9219,-2566,-3580,-51320.0000,-71600.0000
1.9297,-2703,-3572,-54060.0000,-71440.0000
1.9375,-2601,-3378,-52020.0000,-67560.0000
1.9453,-2729,-3158,-54580.0000,-63160.0000
1.9531,-2888,-3318,-57760.0000,-66360.0000
1.9609,-2659,-3420,-53180.0000,-68400.0000
1.9688,-2604,-3215,-52080.0000,-64300.0000
1.9766,-2697,-3376,-53940.0000,-67520.0000
1.9844,-2683,-3540,-53660.0000,-70800.0000
1.9922,-2679,-3189,-53580.0000,-63780.0000
2.0000,-2600,-3136,-52000.0000,-62720.0000
2.0078,-2599,-3115,-51980.0000,-62300.0000
2.0156,-2624,-3018,-52480.0000,-60360.0000
2.0234,-2519,-3235,-50380.0000,-64700.0000
2.0312,-2545,-3294,-50900.0000,-65880.0000
2.0391,-2750,-3008,-55000.0000,-60160.0000
2.0469,-2490,-3090,-49800.0000,-61800.0000
2.0547,-2292,-3216,-45840.0000,-64320.0000
2.0625,-2388,-2965,-47760.0000,-59300.0000
2.0703,-2314,-3170,-46280.0000,-63400.0000
2.0781,-2375,-3342,-47500.0000,-66840.0000
2.0859,-2488,-3085,-49760.0000,-61700.0000
2.0938,-2448,-3002,-48960.0000,-60040.0000
2.1016,-2384,-2903,-47680.0000,-58060.0000
2.1094,-2373,-3103,-47460.0000,-62060.0000
2.1172,-2479,-3354,-49580.0000,-67080.0000
2.1250,-2470,-3122,-49400.0000,-62440.0000
2.1328,-2206,-2947,-44120.0000,-58940.0000
2.1406,-2138,-2900,-42760.0000,-58000.0000
2.1484,-2331,-2917,-46620.0000,-58340.0000
2.1562,-2313,-3065,-46260.0000,-61300.0000
2.1641,-2256,-3212,-45120.0000,-64240.0000
2.1719,-2361,-3117,-47220.0000,-62340.0000
2.1797,-2499,-3093,-49980.0000,-61860.0000
2.1875,-2611,-3052,-52220.0000,-61040.0000
2.1953,-2553,-3207,-51060.0000,-64140.0000
2.2031,-2404,-3296,-48080.0000,-65920.0000
2.2109,-2471,-2992,-49420.0000,-59840.0000
2.2188,-2358,-2882,-47160.0000,-57640.0000
2.2266,-2267,-3187,-45340.0000,-63740.0000
2.2344,-2430,-3174,-48600.0000,-63480.0000
2.2422,-2273,-2951,-45460.0000,-59020.0000
2.2500,-2057,-3042,-41140.0000,-60840.0000
2.2578,-2010,-3246,-40200.0000,-64920.0000
2.2656,-1770,-3042,-35400.0000,-60840.0000
2.2734,-2171,-3020,-43420.0000,-60400.0000
2.2812,-2565,-2909,-51300.0000,-58180.0000
2.2891,-2017,-2814,-40340.0000,-56280.0000
2.2969,-1803,-2801,-36060.0000,-56020.0000
2.3047,-2096,-3116,-41920.0000,-62320.0000
2.3125,-2039,-3135,-40780.0000,-62700.0000
2.3203,-2062,-2916,-41240.0000,-58320.0000
2.3281,-2218,-2806,-44360.0000,-56120.0000
2.3359,-1812,-3029,-36240.0000,-60580.0000
2.3438,-1983,-3105,-39660.0000,-62100.0000
2.3516,-2354,-3049,-47080.0000,-60980.0000
2.3594,-2216,-2921,-44320.0000,-58420.0000
2.3672,-2095,-2693,-41900.0000,-53860.0000
2.3750,-1791,-2717,-35820.0000,-54340.0000
2.3828,-1770,-2822,-35400.0000,-56440.0000
2.3906,-1902,-2518,-38040.0000,-50360.0000
2.3984,-1987,-2716,-39740.0000,-54320.0000
2.4062,-1993,-3103,-39860.0000,-62060.0000
2.4141,-1697,-3190,-33940.0000,-63800.0000
2.4219,-2093,-2744,-41860.0000,-54880.0000
2.4297,-1891,-3007,-37820.0000,-60140.0000
2.4375,-1687,-2779,-33740.0000,-55580.0000
2.4453,-1935,-2854,-38700.0000,-57080.0000
2.4531,-2637,-2704,-52740.0000,-54080.0000
2.4609,-2087,-3093,-41740.0000,-61860.0000
2.4688,-1764,-3017,-35280.0000,-60340.0000
2.4766,-1936,-3113,-38720.0000,-62260.0000
2.4844,-2266,-2826,-45320.0000,-56520.0000
2.4922,-2189,-2672,-43780.0000,-53440.0000
2.5000,-1792,-2776,-35840.0000,-55520.0000
2.5078,-1734,-3054,-34680.0000,-61080.0000
2.5156,-2243,-2837,-44860.0000,-56740.0000
2.5234,-2254,-3163,-45080.0000,-63260.0000
2.5312,-1971,-2920,-39420.0000,-58400.0000
2.5391,-1533,-2976,-30660.0000,-59520.0000
2.5469,-2122,-2912,-42440.0000,-58240.0000
2.5547,-2294,-2734,-45880.0000,-54680.0000
2.5625,-2070,-2971,-41400.0000,-59420.0000
2.5703,-2303,-2686,-46060.0000,-53720.0000
2.5781,-1908,-2895,-38160.0000,-57900.0000
2.5859,-1245,-2715,-24900.0000,-54300.0000
2.5938,-1254,-2954,-25080.0000,-59080.0000
2.6016,-2268,-3293,-45360.0000,-65860.0000
2.6094,-3033,-2946,-60660.0000,-58920.0000
2.6172,-1914,-2870,-38280.0000,-57400.0000
2.6250,-1256,-3644,-25120.0000,-72880.0000
2.6328,-1491,-3505,-29820.0000,-70100.0000
2.6406,-1291,-3274,-25820.0000,-65480.0000
2.6484,-1514,-3393,-30280.0000,-67860.0000
2.6562,-1541,-2657,-30820.0000,-53140.0000
2.6641,-1370,-3633,-27400.0000,-72660.0000
2.6719,-2517,-3079,-50340.0000,-61580.0000
2.6797,-2867,-2269,-57340.0000,-45380.0000
2.6875,-1306,-3776,-26120.0000,-75520.0000
2.6953,-801,-4488,-16020.0000,-89760.0000
2.7031,-1348,-2792,-26960.0000,-55840.0000
2.7109,-2051,-2213,-41020.0000,-44260.0000
2.7188,-2421,-2379,-48420.0000,-47580.0000
2.7266,-1219,-3815,-24380.0000,-76300.0000
2.7344,-1543,-4051,-30860.0000,-81020.0000
2.7422,-2631,-3545,-52620.0000,-70900.0000
2.7500,-2234,-3177,-44680.0000,-63540.0000
2.7578,-1409,-3562,-28180.0000,-71240.0000
2.7656,-2690,-2782,-53800.0000,-55640.0000
2.7734,-3279,-2667,-65580.0000,-53340.0000
2.7812,-2795,-2682,-55900.0000,-53640.0000
2.7891,-1969,-3958,-39380.0000,-79160.0000
2.7969,-2343,-3844,-46860.0000,-76880.0000
2.8047,-2449,-3096,-48980.0000,-61920.0000
2.8125,-2252,-2769,-45040.0000,-55380.0000
2.8203,-2233,-2847,-44660.0000,-56940.0000
2.8281,-2242,-3262,-44840.0000,-65240.0000
2.8359,-2302,-5009,-46040.0000,-100180.0000
2.8438,-2974,-3449,-59480.0000,-68980.0000
2.8516,-2576,-2616,-51520.0000,-52320.0000
2.8594,-1746,-4429,-34920.0000,-88580.0000
2.8672,-2436,-3859,-48720.0000,-77180.0000
2.8750,-2626,-2532,-52520.0000,-50640.0000
2.8828,-2949,-3766,-58980.0000,-75320.0000
2.8906,-2272,-3760,-45440.0000,-75200.0000
2.8984,-1904,-2958,-38080.0000,-59160.0000
2.9062,-3091,-2963,-61820.0000,-59260.0000
2.9141,-3021,-2997,-60420.0000,-59940.0000
2.9219,-1836,-3406,-36720.0000,-68120.0000
2.9297,-2240,-3842,-44800.0000,-76840.0000
2.9375,-3179,-2954,-63580.0000,-59080.0000
2.9453,-2858,-2676,-57160.0000,-53520.0000
2.9531,-1709,-4036,-34180.0000,-80720.0000
2.9609,-2827,-3299,-56540.0000,-65980.0000
2.9688,-2490,-3324,-49800.0000,-66480.0000
2.9766,-1483,-3293,-29660.0000,-65860.0000
2.9844,-1487,-3274,-29740.0000,-65480.0000
2.9922,-1390,-3040,-27800.0000,-60800.0000
3.0000,477,-3720,9540.0000,-74400.0000
3.0078,-351,-3133,-7020.0000,-62660.0000
3.0156,-1030,-3316,-20600.0000,-66320.0000
3.0234,-34,-3478,-680.0000,-69560.0000
3.0312,-586,-2693,-11720.0000,-53860.0000
3.0391,-1136,-3149,-22720.0000,-62980.0000
3.0469,-423,-3567,-8460.0000,-71340.0000
3.0547,-1250,-2729,-25000.0000,-54580.0000
3.0625,-1016,-2946,-20320.0000,-58920.0000
3.0703,233,-3726,4660.0000,-74520.0000
3.0781,-919,-3171,-18380.0000,-63420.0000
3.0859,-1051,-3424,-21020.0000,-68480.0000
3.0938,-451,-3259,-9020.0000,-65180.0000
3.1016,-1776,-1831,-35520.0000,-36620.0000
3.1094,-1808,-2172,-36160.0000,-43440.0000
3.1172,-690,-3480,-13800.0000,-69600.0000
3.1250,-1640,-3035,-32800.0000,-60700.0000
3.1328,-785,-3492,-15700.0000,-69840.0000
3.1406,-647,-3530,-12940.0000,-70600.0000
3.1484,-2770,-1934,-55400.0000,-38680.0000
3.1562,-2076,-1971,-41520.0000,-39420.0000
3.1641,-446,-4197,-8920.0000,-83940.0000
3.1719,-1429,-3593,-28580.0000,-71860.0000
3.1797,-1693,-2004,-33860.0000,-40080.0000
3.1875,-1146,-3367,-22920.0000,-67340.0000
3.1953,-1907,-3345,-38140.0000,-66900.0000
3.2031,-1892,-2022,-37840.0000,-40440.0000
3.2109,-1458,-3079,-29160.0000,-61580.0000
3.2188,-2196,-3076,-43920.0000,-61520.0000
3.2266,-2064,-2939,-41280.0000,-58780.0000
3.2344,-1661,-3194,-33220.0000,-63880.0000
3.2422,-2125,-2568,-42500.0000,-51360.0000
3.2500,-2203,-2473,-44060.0000,-49460.0000
3.2578,-2200,-2587,-44000.0000,-51740.0000
3.2656,-1783,-2264,-35660.0000,-45280.0000
3.2734,-520,-3754,-10400.0000,-75080.0000
3.2812,-2009,-3228,-40180.0000,-64560.0000
3.2891,-2603,-1710,-52060.0000,-34200.0000
3.2969,-1647,-2931,-32940.0000,-58620.0000
3.3047,-1703,-3506,-34060.0000,-70120.0000
3.3125,-1989,-2325,-39780.0000,-46500.0000
3.3203,-1165,-3167,-23300.0000,-63340.0000
3.3281,-1859,-2868,-37180.0000,-57360.0000
3.3359,-2698,-2097,-53960.0000,-41940.0000
3.3438,-2327,-2482,-46540.0000,-49640.0000
3.3516,-2201,-2707,-44020.0000,-54140.0000
3.3594,-2319,-2342,-46380.0000,-46840.0000
3.3672,-2267,-2992,-45340.0000,-59840.0000
3.3750,-2364,-2883,-47280.0000,-57660.0000
3.3828,-2255,-2504,-45100.0000,-50080.0000
3.3906,-2426,-2693,-48520.0000,-53860.0000
3.3984,-2351,-2593,-47020.0000,-51860.0000
3.4062,-2372,-2756,-47440.0000,-55120.0000
3.4141,-2323,-2836,-46460.0000,-56720.0000
3.4219,-2447,-2648,-48940.0000,-52960.0000
3.4297,-2579,-2834,-51580.0000,-56680.0000
3.4375,-2803,-2700,-56060.0000,-54000.0000
3.4453,-2245,-2745,-44900.0000,-54900.0000
3.4531,-2696,-2371,-53920.0000,-47420.0000
3.4609,-2499,-2460,-49980.0000,-49200.0000
3.4688,-2737,-2379,-54740.0000,-47580.0000
3.4766,-2606,-2632,-52120.0000,-52640.0000
3.4844,-2775,-2359,-55500.0000,-47180.0000
3.4922,-2716,-2255,-54320.0000,-45100.0000
3.5000,-2530,-2727,-50600.0000,-54540.0000
3.5078,-2319,-2849,-46380.0000,-56980.0000
3.5156,-3014,-2143,-60280.0000,-42860.0000
3.5234,-2326,-3061,-46520.0000,-61220.0000
3.5312,-2695,-2508,-53900.0000,-50160.0000
3.5391,-2914,-1886,-58280.0000,-37720.0000
3.5469,-991,-4389,-19820.0000,-87780.0000
3.5547,-748,-4891,-14960.0000,-97820.0000
3.5625,-4158,-1100,-83160.0000,-22000.0000
3.5703,-3832,-1885,-76640.0000,-37700.0000
3.5781,-2901,-3257,-58020.0000,-65140.0000
3.5859,-3077,-2595,-61540.0000,-51900.0000
3.5938,-2691,-2607,-53820.0000,-52140.0000
3.6016,-1987,-3110,-39740.0000,-62200.0000
3.6094,-2722,-2503,-54440.0000,-50060.0000
3.6172,-2357,-3151,-47140.0000,-63020.0000
3.6250,-2593,-2845,-51860.0000,-56900.0000
3.6328,-2605,-2510,-52100.0000,-50200.0000
3.6406,-2678,-3102,-53560.0000,-62040.0000
3.6484,-2612,-3201,-52240.0000,-64020.0000
3.6562,-2803,-2379,-56060.0000,-47580.0000
3.6641,-2452,-3031,-49040.0000,-60620.0000
3.6719,-2666,-3037,-53320.0000,-60740.0000
3.6797,-2517,-2703,-50340.0000,-54060.0000
3.6875,-2457,-2663,-49140.0000,-53260.0000
3.6953,-2356,-2718,-47120.0000,-54360.0000
3.7031,-2370,-2760,-47400.0000,-55200.0000
3.7109,-2277,-3243,-45540.0000,-64860.0000
3.7188,-2546,-2642,-50920.0000,-52840.0000
3.7266,-2246,-2898,-44920.0000,-57960.0000
3.7344,-2538,-2837,-50760.0000,-56740.0000
3.7422,-2098,-2686,-41960.0000,-53720.0000
3.7500,-2470,-2493,-49400.0000,-49860.0000
3.7578,-2482,-3388,-49640.0000,-67760.0000
3.7656,-2444,-3207,-48880.0000,-64140.0000
3.7734,-2507,-2588,-50140.0000,-51760.0000
3.7812,-2567,-3063,-51340.0000,-61260.0000
3.7891,-2439,-3456,-48780.0000,-69120.0000
3.7969,-2654,-2979,-53080.0000,-59580.0000
3.8047,-2585,-3045,-51700.0000,-60900.0000
3.8125,-2619,-3247,-52380.0000,-64940.0000
3.8203,-2585,-2876,-51700.0000,-57520.0000
3.8281,-2699,-3063,-53980.0000,-61260.0000
3.8359,-2561,-3416,-51220.0000,-68320.0000
3.8438,-2663,-3151,-53260.0000,-63020.0000
3.8516,-2723,-3023,-54460.0000,-60460.0000
3.8594,-2708,-2961,-54160.0000,-59220.0000
3.8672,-2501,-2689,-50020.0000,-53780.0000
3.8750,-2481,-2770,-49620.0000,-55400.0000
3.8828,-2620,-3382,-52400.0000,-67640.0000
3.8906,-2970,-3467,-59400.0000,-69340.0000
3.8984,-3384,-3317,-67680.0000,-66340.0000
3.9062,-3396,-3466,-67920.0000,-69320.0000
3.9141,-3086,-3158,-61720.0000,-63160.0000
3.9219,-3293,-2927,-65860.0000,-58540.0000
3.9297,-3409,-3095,-68180.0000,-61900.0000
3.9375,-3298,-3343,-65960.0000,-66860.0000
3.9453,-3274,-3436,-65480.0000,-68720.0000
3.9531,-3136,-3228,-62720.0000,-64560.0000
3.9609,-3080,-3068,-61600.0000,-61360.0000
3.9688,-3400,-3157,-68000.0000,-63140.0000
3.9766,-3120,-3005,-62400.0000,-60100.0000
3.9844,-2906,-3075,-58120.0000,-61500.0000
3.9922,-3093,-3335,-61860.0000,-66700.0000
4.0000,-3134,-3292,-62680.0000,-65840.0000
4.0078,-2976,-3210,-59520.0000,-64200.0000
4.0156,-2714,-3379,-54280.0000,-67580.0000
4.0234,-2115,-3297,-42300.0000,-65940.0000
4.0312,-1788,-3439,-35760.0000,-68780.0000
4.0391,-1257,-3581,-25140.0000,-71620.0000
