Tiempo_s,Canal_1_raw,Canal_2_raw,Canal_1_uV,Canal_2_uV
140.5625,-5424,-3772,-108480.0000,-75440.0000
140.5703,-4983,-3917,-99660.0000,-78340.0000
140.5781,-4837,-3837,-96740.0000,-76740.0000
140.5859,-5418,-3450,-108360.0000,-69000.0000
140.5938,-5599,-3700,-111980.0000,-74000.0000
140.6016,-5030,-3899,-100600.0000,-77980.0000
140.6094,-4998,-3654,-99960.0000,-73080.0000
140.6172,-5473,-3676,-109460.0000,-73520.0000
140.6250,-5190,-3654,-103800.0000,-73080.0000
140.6328,-5035,-3672,-100700.0000,-73440.0000
140.6406,-5291,-3968,-105820.0000,-79360.0000
140.6484,-5218,-3818,-104360.0000,-76360.0000
140.6562,-5323,-3484,-106460.0000,-69680.0000
140.6641,-5440,-3679,-108800.0000,-73580.0000
140.6719,-5284,-3829,-105680.0000,-76580.0000
140.6797,-5161,-3698,-103220.0000,-73960.0000
140.6875,-5151,-3611,-103020.0000,-72220.0000
140.6953,-5210,-3425,-104200.0000,-68500.0000
140.7031,-5206,-3568,-104120.0000,-71360.0000
140.7109,-4945,-3770,-98900.0000,-75400.0000
140.7188,-4543,-3812,-90860.0000,-76240.0000
140.7266,-4798,-3754,-95960.0000,-75080.0000
140.7344,-5169,-3551,-103380.0000,-71020.0000
140.7422,-5201,-3352,-104020.0000,-67040.0000
140.7500,-5026,-3573,-100520.0000,-71460.0000
140.7578,-4978,-3738,-99560.0000,-74760.0000
140.7656,-4764,-3532,-95280.0000,-70640.0000
140.7734,-4496,-3400,-89920.0000,-68000.0000
140.7812,-4676,-3563,-93520.0000,-71260.0000
140.7891,-4860,-3549,-97200.0000,-70980.0000
140.7969,-4867,-3372,-97340.0000,-67440.0000
140.8047,-4799,-3378,-95980.0000,-67560.0000
140.8125,-4593,-3538,-91860.0000,-70760.0000
140.8203,-4588,-3510,-91760.0000,-70200.0000
140.8281,-4813,-3452,-96260.0000,-69040.0000
140.8359,-4570,-3345,-91400.0000,-66900.0000
140.8438,-4717,-3493,-94340.0000,-69860.0000
140.8516,-4641,-3833,-92820.0000,-76660.0000
140.8594,-4190,-3544,-83800.0000,-70880.0000
140.8672,-4797,-3052,-95940.0000,-61040.0000
140.8750,-5140,-3449,-102800.0000,-68980.0000
140.8828,-4559,-3687,-91180.0000,-73740.0000
140.8906,-4688,-3133,-93760.0000,-62660.0000
140.8984,-4986,-3288,-99720.0000,-65760.0000
140.9062,-4744,-3628,-94880.0000,-72560.0000
140.9141,-4553,-3373,-91060.0000,-67460.0000
140.9219,-4395,-3160,-87900.0000,-63200.0000
140.9297,-4249,-3288,-84980.0000,-65760.0000
140.9375,-4500,-3443,-90000.0000,-68860.0000
140.9453,-4569,-3518,-91380.0000,-70360.0000
140.9531,-4627,-3562,-92540.0000,-71240.0000
140.9609,-4734,-3734,-94680.0000,-74680.0000
140.9688,-4366,-3929,-87320.0000,-78580.0000
140.9766,-3491,-3761,-69820.0000,-75220.0000
140.9844,-2459,-3750,-49180.0000,-75000.0000
140.9922,-1327,-3647,-26540.0000,-72940.0000
141.0000,-684,-3409,-13680.0000,-68180.0000
141.0078,-56,-3003,-1120.0000,-60060.0000
141.0156,-20,-2453,-400.0000,-49060.0000
141.0234,-5,-2008,-100.0000,-40160.0000
141.0312,-153,-2011,-3060.0000,-40220.0000
141.0391,-271,-1832,-5420.0000,-36640.0000
141.0469,-418,-1713,-8360.0000,-34260.0000
141.0547,-68,-1446,-1360.0000,-28920.0000
141.0625,-254,-1341,-5080.0000,-26820.0000
141.0703,-148,-1440,-2960.0000,-28800.0000
141.0781,40,-1379,800.0000,-27580.0000
141.0859,-599,-934,-11980.0000,-18680.0000
141.0938,-744,-1337,-14880.0000,-26740.0000
141.1016,-802,-1571,-16040.0000,-31420.0000
141.1094,-1559,-1459,-31180.0000,-29180.0000
141.1172,-1538,-1481,-30760.0000,-29620.0000
141.1250,-1308,-1807,-26160.0000,-36140.0000
141.1328,-1695,-1730,-33900.0000,-34600.0000
141.1406,-1531,-1605,-30620.0000,-32100.0000
141.1484,-1475,-1519,-29500.0000,-30380.0000
141.1562,-1819,-1713,-36380.0000,-34260.0000
141.1641,-1724,-1912,-34480.0000,-38240.0000
141.1719,-1812,-1873,-36240.0000,-37460.0000
141.1797,-2114,-1775,-42280.0000,-35500.0000
141.1875,-2022,-1861,-40440.0000,-37220.0000
141.1953,-1938,-1780,-38760.0000,-35600.0000
141.2031,-2042,-1805,-40840.0000,-36100.0000
141.2109,-2051,-1747,-41020.0000,-34940.0000
141.2188,-2462,-1858,-49240.0000,-37160.0000
141.2266,-2144,-1964,-42880.0000,-39280.0000
141.2344,-1916,-1959,-38320.0000,-39180.0000
141.2422,-2351,-1781,-47020.0000,-35620.0000
141.2500,-2331,-1961,-46620.0000,-39220.0000
141.2578,-2153,-2057,-43060.0000,-41140.0000
141.2656,-2273,-2215,-45460.0000,-44300.0000
141.2734,-2401,-2113,-48020.0000,-42260.0000
141.2812,-2513,-1924,-50260.0000,-38480.0000
141.2891,-2304,-2011,-46080.0000,-40220.0000
141.2969,-1859,-2126,-37180.0000,-42520.0000
141.3047,-2437,-2042,-48740.0000,-40840.0000
141.3125,-2748,-2091,-54960.0000,-41820.0000
141.3203,-2356,-1958,-47120.0000,-39160.0000
141.3281,-2432,-2185,-48640.0000,-43700.0000
141.3359,-2470,-2105,-49400.0000,-42100.0000
141.3438,-2199,-1883,-43980.0000,-37660.0000
141.3516,-2554,-2115,-51080.0000,-42300.0000
141.3594,-2446,-2299,-48920.0000,-45980.0000
141.3672,-2249,-2141,-44980.0000,-42820.0000
141.3750,-2528,-2138,-50560.0000,-42760.0000
141.3828,-2459,-1991,-49180.0000,-39820.0000
141.3906,-2332,-2078,-46640.0000,-41560.0000
141.3984,-2556,-2133,-51120.0000,-42660.0000
141.4062,-2226,-1825,-44520.0000,-36500.0000
141.4141,-2425,-1890,-48500.0000,-37800.0000
141.4219,-2460,-2439,-49200.0000,-48780.0000
141.4297,-2785,-2225,-55700.0000,-44500.0000
141.4375,-2589,-1927,-51780.0000,-38540.0000
141.4453,-2780,-2304,-55600.0000,-46080.0000
141.4531,-2645,-2459,-52900.0000,-49180.0000
141.4609,-2822,-2174,-56440.0000,-43480.0000
141.4688,-2529,-1556,-50580.0000,-31120.0000
141.4766,-2427,-1818,-48540.0000,-36360.0000
141.4844,-2853,-2475,-57060.0000,-49500.0000
141.4922,-3286,-2245,-65720.0000,-44900.0000
141.5000,-2880,-2068,-57600.0000,-41360.0000
141.5078,-3204,-2506,-64080.0000,-50120.0000
141.5156,-2825,-2381,-56500.0000,-47620.0000
141.5234,-2447,-2414,-48940.0000,-48280.0000
141.5312,-2841,-2545,-56820.0000,-50900.0000
141.5391,-3652,-2503,-73040.0000,-50060.0000
141.5469,-2885,-2447,-57700.0000,-48940.0000
141.5547,-2385,-2011,-47700.0000,-40220.0000
141.5625,-2665,-1848,-53300.0000,-36960.0000
141.5703,-3736,-2615,-74720.0000,-52300.0000
141.5781,-2642,-2435,-52840.0000,-48700.0000
141.5859,-2117,-1397,-42340.0000,-27940.0000
141.5938,-3461,-1473,-69220.0000,-29460.0000
141.6016,-3855,-1924,-77100.0000,-38480.0000
141.6094,-2416,-1572,-48320.0000,-31440.0000
141.6172,-3075,-1089,-61500.0000,-21780.0000
141.6250,-3657,-1439,-73140.0000,-28780.0000
141.6328,-3101,-1266,-62020.0000,-25320.0000
141.6406,-2702,-1044,-54040.0000,-20880.0000
141.6484,-3285,-1412,-65700.0000,-28240.0000
141.6562,-3003,-1649,-60060.0000,-32980.0000
141.6641,-2432,-1555,-48640.0000,-31100.0000
141.6719,-2410,-1559,-48200.0000,-31180.0000
141.6797,-2711,-1233,-54220.0000,-24660.0000
141.6875,-2415,-1532,-48300.0000,-30640.0000
141.6953,-2700,-1661,-54000.0000,-33220.0000
141.7031,-2642,-1754,-52840.0000,-35080.0000
141.7109,-2723,-2025,-54460.0000,-40500.0000
141.7188,-2399,-1990,-47980.0000,-39800.0000
141.7266,-2255,-1754,-45100.0000,-35080.0000
141.7344,-2401,-2214,-48020.0000,-44280.0000
141.7422,-2715,-2238,-54300.0000,-44760.0000
141.7500,-2042,-1947,-40840.0000,-38940.0000
141.7578,-1958,-2010,-39160.0000,-40200.0000
141.7656,-2099,-2312,-41980.0000,-46240.0000
141.7734,-2212,-2271,-44240.0000,-45420.0000
141.7812,-2283,-2326,-45660.0000,-46520.0000
141.7891,-2756,-1965,-55120.0000,-39300.0000
141.7969,-1975,-2145,-39500.0000,-42900.0000
141.8047,-2360,-2298,-47200.0000,-45960.0000
141.8125,-1930,-2036,-38600.0000,-40720.0000
141.8203,-1881,-2256,-37620.0000,-45120.0000
141.8281,-2323,-2359,-46460.0000,-47180.0000
141.8359,-2299,-1888,-45980.0000,-37760.0000
141.8438,-1797,-2145,-35940.0000,-42900.0000
141.8516,-1922,-2432,-38440.0000,-48640.0000
141.8594,-1837,-2232,-36740.0000,-44640.0000
141.8672,-2029,-2399,-40580.0000,-47980.0000
141.8750,-2231,-2538,-44620.0000,-50760.0000
141.8828,-1912,-2225,-38240.0000,-44500.0000
141.8906,-1920,-2247,-38400.0000,-44940.0000
141.8984,-2035,-2291,-40700.0000,-45820.0000
141.9062,-1996,-2319,-39920.0000,-46380.0000
141.9141,-2182,-2377,-43640.0000,-47540.0000
141.9219,-2146,-2318,-42920.0000,-46360.0000
141.9297,-2119,-2264,-42380.0000,-45280.0000
141.9375,-2186,-2565,-43720.0000,-51300.0000
141.9453,-2159,-2507,-43180.0000,-50140.0000
141.9531,-2076,-2266,-41520.0000,-45320.0000
141.9609,-2154,-2409,-43080.0000,-48180.0000
141.9688,-2000,-2325,-40000.0000,-46500.0000
141.9766,-2089,-1885,-41780.0000,-37700.0000
141.9844,-2158,-2307,-43160.0000,-46140.0000
141.9922,-2077,-2611,-41540.0000,-52220.0000
142.0000,-1867,-2306,-37340.0000,-46120.0000
142.0078,-1699,-2179,-33980.0000,-43580.0000
142.0156,-1827,-2541,-36540.0000,-50820.0000
142.0234,-2229,-2622,-44580.0000,-52440.0000
142.0312,-2141,-2469,-42820.0000,-49380.0000
142.0391,-2207,-2481,-44140.0000,-49620.0000
142.0469,-2129,-2662,-42580.0000,-53240.0000
142.0547,-1955,-2473,-39100.0000,-49460.0000
142.0625,-2162,-2345,-43240.0000,-46900.0000
142.0703,-2301,-2615,-46020.0000,-52300.0000
142.0781,-1977,-2651,-39540.0000,-53020.0000
142.0859,-1852,-2469,-37040.0000,-49380.0000
142.0938,-1875,-2633,-37500.0000,-52660.0000
142.1016,-2011,-2896,-40220.0000,-57920.0000
142.1094,-2057,-2812,-41140.0000,-56240.0000
142.1172,-2256,-2713,-45120.0000,-54260.0000
142.1250,-2093,-2598,-41860.0000,-51960.0000
142.1328,-2042,-2441,-40840.0000,-48820.0000
142.1406,-2159,-2680,-43180.0000,-53600.0000
142.1484,-2200,-3055,-44000.0000,-61100.0000
142.1562,-2037,-2816,-40740.0000,-56320.0000
142.1641,-2103,-2515,-42060.0000,-50300.0000
142.1719,-2079,-2702,-41580.0000,-54040.0000
142.1797,-2160,-2939,-43200.0000,-58780.0000
142.1875,-2212,-2835,-44240.0000,-56700.0000
142.1953,-2196,-2815,-43920.0000,-56300.0000
142.2031,-2057,-2738,-41140.0000,-54760.0000
142.2109,-2236,-2634,-44720.0000,-52680.0000
142.2188,-1984,-2603,-39680.0000,-52060.0000
142.2266,-2147,-2831,-42940.0000,-56620.0000
142.2344,-2303,-2924,-46060.0000,-58480.0000
142.2422,-1866,-2632,-37320.0000,-52640.0000
142.2500,-1660,-2582,-33200.0000,-51640.0000
142.2578,-1907,-2872,-38140.0000,-57440.0000
142.2656,-1786,-2545,-35720.0000,-50900.0000
142.2734,-1738,-2511,-34760.0000,-50220.0000
142.2812,-2069,-2936,-41380.0000,-58720.0000
142.2891,-2078,-2788,-41560.0000,-55760.0000
142.2969,-2019,-2655,-40380.0000,-53100.0000
142.3047,-1991,-2820,-39820.0000,-56400.0000
142.3125,-1737,-2391,-34740.0000,-47820.0000
142.3203,-1972,-2578,-39440.0000,-51560.0000
142.3281,-2332,-3330,-46640.0000,-66600.0000
142.3359,-2206,-3138,-44120.0000,-62760.0000
142.3438,-2140,-2729,-42800.0000,-54580.0000
142.3516,-2140,-2876,-42800.0000,-57520.0000
142.3594,-2087,-2921,-41740.0000,-58420.0000
142.3672,-2133,-2899,-42660.0000,-57980.0000
142.3750,-2210,-3013,-44200.0000,-60260.0000
142.3828,-2154,-2911,-43080.0000,-58220.0000
142.3906,-2118,-2871,-42360.0000,-57420.0000
142.3984,-2236,-3056,-44720.0000,-61120.0000
142.4062,-2235,-2980,-44700.0000,-59600.0000
142.4141,-2432,-2897,-48640.0000,-57940.0000
142.4219,-2619,-3035,-52380.0000,-60700.0000
142.4297,-2292,-2934,-45840.0000,-58680.0000
142.4375,-2293,-2733,-45860.0000,-54660.0000
142.4453,-2480,-2923,-49600.0000,-58460.0000
142.4531,-2360,-3066,-47200.0000,-61320.0000
142.4609,-2345,-2850,-46900.0000,-57000.0000
142.4688,-2349,-2652,-46980.0000,-53040.0000
142.4766,-2233,-2951,-44660.0000,-59020.0000
142.4844,-2432,-3136,-48640.0000,-62720.0000
142.4922,-2572,-3077,-51440.0000,-61540.0000
142.5000,-2416,-2859,-48320.0000,-57180.0000
142.5078,-2476,-2777,-49520.0000,-55540.0000
142.5156,-2789,-3023,-55780.0000,-60460.0000
142.5234,-2844,-3240,-56880.0000,-64800.0000
142.5312,-2776,-3206,-55520.0000,-64120.0000
142.5391,-2733,-2974,-54660.0000,-59480.0000
142.5469,-2988,-2870,-59760.0000,-57400.0000
142.5547,-3005,-3136,-60100.0000,-62720.0000
142.5625,-2827,-3001,-56540.0000,-60020.0000
142.5703,-2823,-2740,-56460.0000,-54800.0000
142.5781,-2801,-3100,-56020.0000,-62000.0000
142.5859,-2768,-3254,-55360.0000,-65080.0000
142.5938,-2968,-2960,-59360.0000,-59200.0000
142.6016,-2979,-3024,-59580.0000,-60480.0000
142.6094,-2786,-3075,-55720.0000,-61500.0000
142.6172,-2872,-3097,-57440.0000,-61940.0000
142.6250,-3005,-2940,-60100.0000,-58800.0000
142.6328,-2763,-2806,-55260.0000,-56120.0000
142.6406,-2858,-3046,-57160.0000,-60920.0000
142.6484,-3047,-3189,-60940.0000,-63780.0000
142.6562,-2950,-2934,-59000.0000,-58680.0000
142.6641,-2764,-2937,-55280.0000,-58740.0000
142.6719,-3046,-3079,-60920.0000,-61580.0000
142.6797,-2958,-3020,-59160.0000,-60400.0000
142.6875,-2772,-2997,-55440.0000,-59940.0000
142.6953,-2899,-2762,-57980.0000,-55240.0000
142.7031,-3118,-2850,-62360.0000,-57000.0000
142.7109,-2902,-3162,-58040.0000,-63240.0000
142.7188,-2894,-2958,-57880.0000,-59160.0000
142.7266,-2848,-2982,-56960.0000,-59640.0000
142.7344,-3014,-2893,-60280.0000,-57860.0000
142.7422,-2900,-2969,-58000.0000,-59380.0000
142.7500,-3020,-3036,-60400.0000,-60720.0000
142.7578,-3203,-3086,-64060.0000,-61720.0000
142.7656,-2916,-2915,-58320.0000,-58300.0000
142.7734,-2849,-2926,-56980.0000,-58520.0000
142.7812,-3204,-2927,-64080.0000,-58540.0000
142.7891,-3361,-3109,-67220.0000,-62180.0000
142.7969,-2860,-3203,-57200.0000,-64060.0000
142.8047,-3100,-2887,-62000.0000,-57740.0000
142.8125,-3317,-3033,-66340.0000,-60660.0000
142.8203,-2907,-2942,-58140.0000,-58840.0000
142.8281,-2689,-2597,-53780.0000,-51940.0000
142.8359,-2792,-3203,-55840.0000,-64060.0000
142.8438,-2557,-3123,-51140.0000,-62460.0000
142.8516,-1996,-2547,-39920.0000,-50940.0000
142.8594,-2095,-3173,-41900.0000,-63460.0000
142.8672,-2500,-3388,-50000.0000,-67760.0000
142.8750,-2300,-2864,-46000.0000,-57280.0000
142.8828,-1947,-3313,-38940.0000,-66260.0000
142.8906,-1945,-3870,-38900.0000,-77400.0000
142.8984,-2238,-3882,-44760.0000,-77640.0000
142.9062,-2647,-4157,-52940.0000,-83140.0000
142.9141,-2693,-4364,-53860.0000,-87280.0000
142.9219,-2867,-4634,-57340.0000,-92680.0000
142.9297,-4000,-4991,-80000.0000,-99820.0000
142.9375,-4727,-5052,-94540.0000,-101040.0000
142.9453,-5212,-4784,-104240.0000,-95680.0000
142.9531,-5784,-4752,-115680.0000,-95040.0000
142.9609,-5449,-4849,-108980.0000,-96980.0000
142.9688,-5174,-4698,-103480.0000,-93960.0000
142.9766,-5520,-4608,-110400.0000,-92160.0000
142.9844,-5714,-4810,-114280.0000,-96200.0000
142.9922,-5513,-4686,-110260.0000,-93720.0000
143.0000,-5529,-4684,-110580.0000,-93680.0000
143.0078,-5421,-4681,-108420.0000,-93620.0000
143.0156,-5378,-4106,-107560.0000,-82120.0000
143.0234,-5558,-4393,-111160.0000,-87860.0000
143.0312,-5448,-4999,-108960.0000,-99980.0000
143.0391,-5506,-4733,-110120.0000,-94660.0000
143.0469,-5540,-4469,-110800.0000,-89380.0000
143.0547,-5374,-4521,-107480.0000,-90420.0000
143.0625,-5175,-4457,-103500.0000,-89140.0000
143.0703,-5180,-4126,-103600.0000,-82520.0000
143.0781,-5270,-4153,-105400.0000,-83060.0000
143.0859,-4897,-4210,-97940.0000,-84200.0000
143.0938,-5407,-4391,-108140.0000,-87820.0000
143.1016,-5584,-4513,-111680.0000,-90260.0000
143.1094,-5574,-4258,-111480.0000,-85160.0000
143.1172,-5380,-4443,-107600.0000,-88860.0000
143.1250,-5429,-4230,-108580.0000,-84600.0000
143.1328,-5213,-3864,-104260.0000,-77280.0000
143.1406,-5112,-4033,-102240.0000,-80660.0000
143.1484,-5634,-3895,-112680.0000,-77900.0000
143.1562,-5386,-4121,-107720.0000,-82420.0000
143.1641,-5292,-4400,-105840.0000,-88000.0000
143.1719,-5229,-4200,-104580.0000,-84000.0000
143.1797,-5011,-3663,-100220.0000,-73260.0000
143.1875,-5093,-4392,-101860.0000,-87840.0000
143.1953,-5534,-4481,-110680.0000,-89620.0000
143.2031,-5643,-3910,-112860.0000,-78200.0000
143.2109,-5410,-3715,-108200.0000,-74300.0000
143.2188,-5083,-3796,-101660.0000,-75920.0000
143.2266,-5219,-4141,-104380.0000,-82820.0000
143.2344,-5473,-4502,-109460.0000,-90040.0000
143.2422,-4837,-4190,-96740.0000,-83800.0000
143.2500,-4320,-4025,-86400.0000,-80500.0000
143.2578,-4709,-4294,-94180.0000,-85880.0000
143.2656,-5164,-3670,-103280.0000,-73400.0000
143.2734,-5110,-3788,-102200.0000,-75760.0000
143.2812,-5123,-4261,-102460.0000,-85220.0000
143.2891,-4801,-4397,-96020.0000,-87940.0000
143.2969,-4416,-4410,-88320.0000,-88200.0000
143.3047,-4024,-3665,-80480.0000,-73300.0000
143.3125,-3704,-3521,-74080.0000,-70420.0000
143.3203,-4163,-4868,-83260.0000,-97360.0000
143.3281,-4658,-4959,-93160.0000,-99180.0000
143.3359,-4664,-3991,-93280.0000,-79820.0000
143.3438,-5032,-5617,-100640.0000,-112340.0000
143.3516,-5516,-6330,-110320.0000,-126600.0000
143.3594,-5686,-5300,-113720.0000,-106000.0000
143.3672,-6209,-5505,-124180.0000,-110100.0000
143.3750,-6559,-5728,-131180.0000,-114560.0000
143.3828,-6662,-5216,-133240.0000,-104320.0000
143.3906,-6721,-5092,-134420.0000,-101840.0000
143.3984,-6752,-5133,-135040.0000,-102660.0000
143.4062,-6650,-5174,-133000.0000,-103480.0000
143.4141,-6525,-5529,-130500.0000,-110580.0000
143.4219,-6268,-5180,-125360.0000,-103600.0000
143.4297,-6277,-4942,-125540.0000,-98840.0000
143.4375,-6267,-4894,-125340.0000,-97880.0000
143.4453,-6176,-4215,-123520.0000,-84300.0000
143.4531,-6196,-4242,-123920.0000,-84840.0000
143.4609,-5943,-5271,-118860.0000,-105420.0000
143.4688,-6192,-5151,-123840.0000,-103020.0000
143.4766,-6257,-4901,-125140.0000,-98020.0000
143.4844,-5905,-4592,-118100.0000,-91840.0000
143.4922,-5747,-4579,-114940.0000,-91580.0000
143.5000,-6025,-4373,-120500.0000,-87460.0000
143.5078,-6052,-4225,-121040.0000,-84500.0000
143.5156,-6033,-4527,-120660.0000,-90540.0000
143.5234,-5858,-4683,-117160.0000,-93660.0000
143.5312,-5660,-4781,-113200.0000,-95620.0000
143.5391,-6092,-4832,-121840.0000,-96640.0000
143.5469,-6104,-4476,-122080.0000,-89520.0000
143.5547,-5620,-4232,-112400.0000,-84640.0000
143.5625,-5746,-4607,-114920.0000,-92140.0000
143.5703,-5944,-4577,-118880.0000,-91540.0000
143.5781,-5810,-4411,-116200.0000,-88220.0000
143.5859,-5739,-4413,-114780.0000,-88260.0000
143.5938,-5798,-4008,-115960.0000,-80160.0000
143.6016,-6045,-4025,-120900.0000,-80500.0000
143.6094,-6143,-4448,-122860.0000,-88960.0000
143.6172,-5738,-4431,-114760.0000,-88620.0000
143.6250,-5539,-4120,-110780.0000,-82400.0000
143.6328,-5846,-4331,-116920.0000,-86620.0000
143.6406,-5961,-4408,-119220.0000,-88160.0000
143.6484,-5927,-4725,-118540.0000,-94500.0000
143.6562,-6021,-4716,-120420.0000,-94320.0000
143.6641,-5283,-4844,-105660.0000,-96880.0000
143.6719,-3882,-4680,-77640.0000,-93600.0000
143.6797,-2937,-4405,-58740.0000,-88100.0000
143.6875,-2335,-4319,-46700.0000,-86380.0000
143.6953,-1283,-4049,-25660.0000,-80980.0000
143.7031,-557,-3541,-11140.0000,-70820.0000
143.7109,178,-3062,3560.0000,-61240.0000
143.7188,517,-2772,10340.0000,-55440.0000
143.7266,183,-2438,3660.0000,-48760.0000
143.7344,278,-2412,5560.0000,-48240.0000
143.7422,632,-2266,12640.0000,-45320.0000
143.7500,285,-1858,5700.0000,-37160.0000
143.7578,294,-1739,5880.0000,-34780.0000
143.7656,350,-1730,7000.0000,-34600.0000
143.7734,425,-1656,8500.0000,-33120.0000
143.7812,561,-1407,11220.0000,-28140.0000
143.7891,695,-1103,13900.0000,-22060.0000
143.7969,589,-1022,11780.0000,-20440.0000
143.8047,426,-1154,8520.0000,-23080.0000
143.8125,-79,-1341,-1580.0000,-26820.0000
143.8203,-255,-1379,-5100.0000,-27580.0000
143.8281,-244,-1553,-4880.0000,-31060.0000
143.8359,-213,-1492,-4260.0000,-29840.0000
143.8438,-462,-1355,-9240.0000,-27100.0000
143.8516,-789,-1491,-15780.0000,-29820.0000
143.8594,-979,-1862,-19580.0000,-37240.0000
143.8672,-732,-1757,-14640.0000,-35140.0000
143.8750,-971,-1482,-19420.0000,-29640.0000
143.8828,-1143,-1577,-22860.0000,-31540.0000
143.8906,-1165,-1569,-23300.0000,-31380.0000
143.8984,-1057,-1876,-21140.0000,-37520.0000
143.9062,-1236,-2263,-24720.0000,-45260.0000
143.9141,-1447,-1865,-28940.0000,-37300.0000
143.9219,-1402,-1775,-28040.0000,-35500.0000
143.9297,-1123,-1862,-22460.0000,-37240.0000
143.9375,-1438,-1709,-28760.0000,-34180.0000
143.9453,-1575,-1679,-31500.0000,-33580.0000
143.9531,-1484,-2034,-29680.0000,-40680.0000
143.9609,-1371,-1921,-27420.0000,-38420.0000
143.9688,-1500,-1612,-30000.0000,-32240.0000
143.9766,-1582,-1853,-31640.0000,-37060.0000
143.9844,-1576,-1953,-31520.0000,-39060.0000
143.9922,-1438,-1377,-28760.0000,-27540.0000
144.0000,-1587,-1618,-31740.0000,-32360.0000
144.0078,-1510,-2198,-30200.0000,-43960.0000
144.0156,-1439,-1945,-28780.0000,-38900.0000
144.0234,-1710,-2021,-34200.0000,-40420.0000
144.0312,-1871,-2232,-37420.0000,-44640.0000
144.0391,-1638,-1771,-32760.0000,-35420.0000
144.0469,-1417,-1762,-28340.0000,-35240.0000
144.0547,-1329,-1892,-26580.0000,-37840.0000
144.0625,-1550,-1898,-31000.0000,-37960.0000
144.0703,-1785,-2007,-35700.0000,-40140.0000
144.0781,-1493,-1622,-29860.0000,-32440.0000
144.0859,-1586,-1608,-31720.0000,-32160.0000
144.0938,-1770,-2316,-35400.0000,-46320.0000
144.1016,-1747,-2423,-34940.0000,-48460.0000
144.1094,-1715,-2005,-34300.0000,-40100.0000
144.1172,-1524,-1702,-30480.0000,-34040.0000
144.1250,-1438,-2078,-28760.0000,-41560.0000
144.1328,-2015,-2077,-40300.0000,-41540.0000
144.1406,-1986,-1400,-39720.0000,-28000.0000
144.1484,-1665,-1617,-33300.0000,-32340.0000
144.1562,-1916,-2532,-38320.0000,-50640.0000
144.1641,-2230,-2360,-44600.0000,-47200.0000
144.1719,-2039,-2069,-40780.0000,-41380.0000
144.1797,-1960,-2141,-39200.0000,-42820.0000
144.1875,-1806,-2100,-36120.0000,-42000.0000
144.1953,-1999,-2010,-39980.0000,-40200.0000
144.2031,-2114,-2222,-42280.0000,-44440.0000
144.2109,-2105,-2292,-42100.0000,-45840.0000
144.2188,-2066,-2087,-41320.0000,-41740.0000
144.2266,-1760,-1838,-35200.0000,-36760.0000
144.2344,-1648,-1640,-32960.0000,-32800.0000
144.2422,-2123,-2295,-42460.0000,-45900.0000
144.2500,-1626,-2880,-32520.0000,-57600.0000
144.2578,-1305,-2371,-26100.0000,-47420.0000
144.2656,-1570,-1895,-31400.0000,-37900.0000
144.2734,-1897,-2423,-37940.0000,-48460.0000
144.2812,-1942,-2201,-38840.0000,-44020.0000
144.2891,-1580,-1529,-31600.0000,-30580.0000
144.2969,-867,-2998,-17340.0000,-59960.0000
144.3047,-1051,-3703,-21020.0000,-74060.0000
144.3125,-1066,-2740,-21320.0000,-54800.0000
144.3203,-906,-3767,-18120.0000,-75340.0000
144.3281,-990,-4540,-19800.0000,-90800.0000
144.3359,-1226,-4242,-24520.0000,-84840.0000
144.3438,-1557,-4471,-31140.0000,-89420.0000
144.3516,-2686,-4519,-53720.0000,-90380.0000
144.3594,-3082,-4697,-61640.0000,-93940.0000
144.3672,-3036,-5165,-60720.0000,-103300.0000
144.3750,-3512,-4921,-70240.0000,-98420.0000
144.3828,-4271,-5174,-85420.0000,-103480.0000
144.3906,-4717,-5118,-94340.0000,-102360.0000
144.3984,-4931,-4859,-98620.0000,-97180.0000
144.4062,-5329,-5277,-106580.0000,-105540.0000
144.4141,-5580,-4926,-111600.0000,-98520.0000
144.4219,-6131,-4135,-122620.0000,-82700.0000
144.4297,-6720,-4809,-134400.0000,-96180.0000
144.4375,-7041,-5601,-140820.0000,-112020.0000
144.4453,-7377,-5621,-147540.0000,-112420.0000
144.4531,-7603,-5224,-152060.0000,-104480.0000
144.4609,-7805,-5283,-156100.0000,-105660.0000
144.4688,-8030,-5903,-160600.0000,-118060.0000
144.4766,-8419,-5388,-168380.0000,-107760.0000
144.4844,-8134,-4354,-162680.0000,-87080.0000
144.4922,-7710,-5682,-154200.0000,-113640.0000
144.5000,-7699,-6167,-153980.0000,-123340.0000
144.5078,-7884,-4820,-157680.0000,-96400.0000
144.5156,-7512,-4310,-150240.0000,-86200.0000
144.5234,-7283,-5259,-145660.0000,-105180.0000
144.5312,-7169,-4975,-143380.0000,-99500.0000
144.5391,-7087,-4436,-141740.0000,-88720.0000
144.5469,-6844,-4449,-136880.0000,-88980.0000
144.5547,-6455,-4821,-129100.0000,-96420.0000
144.5625,-6839,-4412,-136780.0000,-88240.0000
144.5703,-7085,-4409,-141700.0000,-88180.0000
144.5781,-6604,-4433,-132080.0000,-88660.0000
144.5859,-6130,-4568,-122600.0000,-91360.0000
144.5938,-6045,-4388,-120900.0000,-87760.0000
144.6016,-6032,-4445,-120640.0000,-88900.0000
144.6094,-6220,-3947,-124400.0000,-78940.0000
