metodo,butterworth,suavizado,ventana_s,shift_s,n_celdas,Pearson,Spearman,MAE_dB,RMSE_dB,bias_rec_menos_fa_dB
welch,False,rolling,10,16,115680,0.6853555079296526,0.6339951491379497,4.865030854804818,6.865512227272361,3.8480583109523367
welch,False,rolling,10,17,115560,0.6865380145330102,0.6339056230693365,4.869811216544013,6.854213340433227,3.8512207055303898
welch,False,rolling,10,18,115380,0.686871590093791,0.6327071914399035,4.8743337973320555,6.844654486843136,3.852611289864164
welch,False,rolling,10,19,115200,0.6857965508447126,0.6300035012226742,4.882595105894586,6.844510677026351,3.8556356585907468
welch,False,rolling,10,20,115020,0.6838515646256609,0.6262250900583217,4.894196787616601,6.8492724529813565,3.858046644811656
welch,False,rolling,10,21,114840,0.6814188022773245,0.6219534089378579,4.908718497811525,6.857991658613247,3.859175335382464
welch,False,rolling,10,22,114660,0.678498751472693,0.6170478426290399,4.924588726331474,6.869435235173542,3.8569517708385814
welch,False,rolling,10,23,114540,0.6750097749070942,0.6114386861817832,4.944821504465383,6.887436092282805,3.853367119242986
welch,False,rolling,10,24,114420,0.6711294491358233,0.6054169180344329,4.9656747288509315,6.907625719367837,3.847737364381521
welch,False,rolling,10,25,114300,0.6667781671190571,0.5989108312458511,4.988408568690927,6.930581769931267,3.841120036197852
welch,False,rolling,10,26,114180,0.6619490769881979,0.5921491425537149,5.012189210310998,6.956646167681686,3.832917784614737
welch,False,rolling,10,27,114060,0.6567684654393869,0.5850678014811068,5.037924569689835,6.985393699980849,3.8225942119229823
welch,False,rolling,10,28,113940,0.6509416826514125,0.5775773104069081,5.067668041219986,7.020850130253318,3.813000527340451
welch,False,rolling,10,29,113820,0.6449205488737326,0.5698849375839261,5.0996204744958105,7.058503000977351,3.804633725256292
welch,False,rolling,10,30,113700,0.6383841199356157,0.5617609437402141,5.133570321958719,7.099952503714887,3.8005127173355593
welch,False,rolling,30,0,118380,0.67418039759819,0.6356808455385735,4.648385147569399,6.662285182600832,3.850455264688793
welch,False,rolling,30,1,118260,0.6789223892191084,0.6420173864609191,4.626868503351971,6.631326670338943,3.8467354978582007
welch,False,rolling,30,2,118140,0.6833904612253964,0.6480132968021759,4.606334679602117,6.601665576390688,3.842917645049793
welch,False,rolling,30,3,118020,0.6877114243959771,0.6535513348094877,4.586586051942191,6.572439953177371,3.8397524197318162
welch,False,rolling,30,4,117900,0.6917135093930852,0.6586829957136684,4.568207709379451,6.545003571956628,3.8371015774763753
welch,False,rolling,30,5,117780,0.6952934492858357,0.6632014200574412,4.552456717635752,6.520541393668014,3.8342916095105433
welch,False,rolling,30,6,117660,0.6984247995062831,0.6669999711295586,4.538848297422281,6.498018513701263,3.8302225711483437
welch,False,rolling,30,7,117540,0.7009537315425771,0.6699132923671285,4.528715468886314,6.479020394435342,3.826166293282673
welch,False,rolling,30,8,117420,0.7028296599816122,0.6719064752529128,4.522091759585996,6.46390252376289,3.82203352147212
welch,False,rolling,30,9,117300,0.7040009061089113,0.6729043875892033,4.519591013981431,6.453488579158497,3.819104348965502
welch,False,rolling,30,10,117180,0.7044130886890267,0.6728494041809215,4.521640628921321,6.448497618171502,3.817283223739252
welch,False,rolling,30,11,117060,0.704108565305952,0.6717360689009331,4.526957519438908,6.447736188636085,3.8152851497785556
