Tiempo_s,Canal_1,Canal_2
1809.5078,-3294,-3276
1809.5156,-3836,-3727
1809.5234,-4004,-3438
1809.5312,-3828,-2716
1809.5391,-3403,-2486
1809.5469,-3616,-3704
1809.5547,-3959,-3778
1809.5625,-4195,-2451
1809.5703,-3557,-3548
1809.5781,-3907,-3848
1809.5859,-4196,-3305
1809.5938,-3803,-2645
1809.6016,-3648,-3944
1809.6094,-4216,-3023
1809.6172,-3754,-2975
1809.6250,-3478,-3368
1809.6328,-4159,-3618
1809.6406,-4332,-2740
1809.6484,-3707,-2853
1809.6562,-3721,-2246
1809.6641,-4079,-3122
1809.6719,-4183,-3906
1809.6797,-3907,-3417
1809.6875,-3715,-3190
1809.6953,-3776,-4039
1809.7031,-4044,-2822
1809.7109,-3971,-2100
1809.7188,-3751,-3988
1809.7266,-4133,-3799
1809.7344,-3964,-1684
1809.7422,-3549,-3464
1809.7500,-3946,-5063
1809.7578,-4137,-3115
1809.7656,-3858,-1846
1809.7734,-3859,-4095
1809.7812,-3632,-3629
1809.7891,-3434,-3265
1809.7969,-3826,-3747
1809.8047,-3820,-4022
1809.8125,-3553,-3717
1809.8203,-3901,-3104
1809.8281,-3577,-3586
1809.8359,-3555,-3538
1809.8438,-3111,-3505
1809.8516,-2921,-3465
1809.8594,-3044,-3067
1809.8672,-3207,-3037
1809.8750,-2982,-3493
1809.8828,-3197,-3742
1809.8906,-2871,-3185
1809.8984,-2949,-3672
1809.9062,-3253,-4165
1809.9141,-3281,-3247
1809.9219,-2846,-1877
1809.9297,-2803,-3757
1809.9375,-2774,-4075
1809.9453,-3090,-3411
1809.9531,-2766,-3477
1809.9609,-2813,-3412
1809.9688,-3052,-2622
1809.9766,-2930,-4212
1809.9844,-2885,-3424
1809.9922,-2735,-3322
1810.0000,-2178,-4086
1810.0078,-2181,-3081
1810.0156,-1981,-2555
1810.0234,-2621,-4630
1810.0312,-3193,-3386
1810.0391,-2727,-3251
1810.0469,-2232,-3511
1810.0547,-2862,-3891
1810.0625,-2853,-3039
1810.0703,-3050,-3139
1810.0781,-3323,-3399
1810.0859,-2917,-3712
1810.0938,-2173,-3865
1810.1016,-2532,-3763
1810.1094,-2578,-2405
1810.1172,-2476,-2899
1810.1250,-2293,-3960
1810.1328,-2830,-3752
1810.1406,-2838,-2727
1810.1484,-2127,-3122
1810.1562,-2534,-3047
1810.1641,-3106,-4012
1810.1719,-2797,-2587
1810.1797,-2392,-2336
1810.1875,-2418,-3441
1810.1953,-3178,-3101
1810.2031,-2886,-3242
1810.2109,-2035,-3603
1810.2188,-2430,-1959
1810.2266,-3383,-1967
1810.2344,-2726,-3325
1810.2422,-2682,-2919
1810.2500,-2757,-2777
1810.2578,-2408,-2806
1810.2656,-2257,-1980
1810.2734,-2566,-2886
1810.2812,-2248,-3453
1810.2891,-2452,-2542
1810.2969,-2441,-2010
1810.3047,-2120,-2194
1810.3125,-2125,-2748
1810.3203,-2603,-3138
1810.3281,-2044,-2330
1810.3359,-2019,-2122
1810.3438,-2516,-2540
1810.3516,-2400,-2963
1810.3594,-2418,-2408
1810.3672,-2372,-2574
1810.3750,-2411,-3639
1810.3828,-2862,-2998
1810.3906,-2941,-2061
1810.3984,-2675,-2314
1810.4062,-3108,-2971
1810.4141,-2991,-2964
1810.4219,-3110,-2710
1810.4297,-3204,-2654
1810.4375,-2863,-2027
1810.4453,-2782,-2462
1810.4531,-3155,-2848
1810.4609,-3393,-2981
1810.4688,-3247,-2381
1810.4766,-2920,-2611
1810.4844,-3096,-2625
1810.4922,-3575,-2238
1810.5000,-2965,-2041
1810.5078,-2797,-2781
1810.5156,-3291,-2221
1810.5234,-2791,-1777
1810.5312,-2652,-2475
1810.5391,-3270,-2726
1810.5469,-2726,-1466
1810.5547,-2685,-2028
1810.5625,-3110,-2616
1810.5703,-2839,-2277
1810.5781,-2859,-1814
1810.5859,-2952,-1591
1810.5938,-2883,-2243
1810.6016,-2992,-2630
1810.6094,-2699,-1440
1810.6172,-2629,-1725
1810.6250,-2886,-2367
1810.6328,-2765,-1893
1810.6406,-2688,-1748
1810.6484,-2977,-1505
1810.6562,-2764,-1472
1810.6641,-2524,-2519
1810.6719,-2958,-2257
1810.6797,-2896,-1302
1810.6875,-2822,-1252
1810.6953,-2783,-2021
1810.7031,-2904,-1969
1810.7109,-2918,-1767
1810.7188,-3019,-1731
1810.7266,-2967,-1873
1810.7344,-2816,-1556
1810.7422,-2847,-1866
1810.7500,-2957,-1129
1810.7578,-2734,-884
1810.7656,-2761,-2351
1810.7734,-2707,-2459
1810.7812,-2509,-1047
1810.7891,-2496,-1257
1810.7969,-2743,-1531
1810.8047,-2701,-762
1810.8125,-2551,-935
1810.8203,-2434,-1617
1810.8281,-2660,-1606
1810.8359,-2540,-1842
1810.8438,-2031,-1177
1810.8516,-2342,-1059
1810.8594,-2952,-1058
1810.8672,-2376,-942
1810.8750,-2182,-1012
1810.8828,-2843,-1380
1810.8906,-3064,-976
1810.8984,-2796,-997
1810.9062,-2897,-711
1810.9141,-2813,-578
1810.9219,-2314,-844
1810.9297,-2515,-967
1810.9375,-2736,-920
1810.9453,-2685,-686
1810.9531,-2818,-343
1810.9609,-2495,-29
1810.9688,-2284,-231
1810.9766,-2563,-800
1810.9844,-2818,-690
1810.9922,-2724,-307
1811.0000,-2596,-448
1811.0078,-2571,-549
1811.0156,-2472,-73
1811.0234,-2325,100
1811.0312,-2448,-87
1811.0391,-1917,156
1811.0469,-1270,474
1811.0547,-1235,642
1811.0625,-1113,1059
1811.0703,-481,1185
1811.0781,-493,1111
1811.0859,-489,1501
1811.0938,-241,1656
1811.1016,-888,1118
1811.1094,-1289,1413
1811.1172,-1220,1582
1811.1250,-889,1490
1811.1328,-1128,1677
1811.1406,-991,2005
1811.1484,-394,1183
1811.1562,-490,1035
1811.1641,-1567,1572
1811.1719,-1579,1821
1811.1797,-1281,1462
1811.1875,-1280,1670
1811.1953,-1053,1651
1811.2031,-1174,1627
1811.2109,-1195,1826
1811.2188,-934,1807
1811.2266,-940,1467
1811.2344,-1080,1817
1811.2422,-1134,1897
1811.2500,-1100,1601
1811.2578,-1155,1254
1811.2656,-1153,1655
1811.2734,-1222,1767
1811.2812,-841,1886
1811.2891,-1003,1954
1811.2969,-1141,1617
1811.3047,-1198,1444
1811.3125,-1391,2045
1811.3203,-1095,1849
1811.3281,-926,1513
1811.3359,-1751,1791
1811.3438,-2037,1583
1811.3516,-1234,1236
1811.3594,-1218,1510
1811.3672,-2322,1207
1811.3750,-2373,1506
1811.3828,-1954,1049
1811.3906,-2466,-308
1811.3984,-3170,43
1811.4062,-2932,692
1811.4141,-2797,345
1811.4219,-2784,706
1811.4297,-2999,846
1811.4375,-2932,-145
1811.4453,-2644,52
1811.4531,-2797,509
1811.4609,-3282,153
1811.4688,-3045,239
1811.4766,-3210,367
1811.4844,-3211,325
1811.4922,-3233,421
1811.5000,-3197,294
1811.5078,-3205,338
1811.5156,-3004,794
1811.5234,-3436,497
1811.5312,-3569,166
1811.5391,-3108,587
1811.5469,-2924,698
1811.5547,-3180,344
1811.5625,-3306,365
1811.5703,-3056,426
1811.5781,-3092,417
1811.5859,-3244,525
1811.5938,-3077,527
1811.6016,-3018,487
1811.6094,-3211,428
1811.6172,-2824,259
1811.6250,-2582,421
1811.6328,-3185,646
1811.6406,-3456,599
1811.6484,-3050,810
1811.6562,-2781,765
1811.6641,-3013,236
1811.6719,-2971,500
1811.6797,-2830,782
1811.6875,-2929,522
1811.6953,-2859,560
1811.7031,-2585,737
1811.7109,-2754,541
1811.7188,-2866,450
1811.7266,-2348,666
1811.7344,-1863,1051
1811.7422,-1628,1143
1811.7500,-1420,1245
1811.7578,-1123,1550
1811.7656,-755,1766
1811.7734,-581,1850
1811.7812,-628,1955
1811.7891,-691,2002
1811.7969,-1023,1747
1811.8047,-1046,1551
1811.8125,-788,1443
1811.8203,-859,1548
1811.8281,-1010,1596
1811.8359,-1065,1534
1811.8438,-1119,1502
1811.8516,-1076,1503
1811.8594,-1073,1526
1811.8672,-1190,1446
1811.8750,-1079,1341
1811.8828,-905,1554
1811.8906,-955,1485
1811.8984,-1020,1002
1811.9062,-1313,884
1811.9141,-1443,981
1811.9219,-1299,1060
1811.9297,-1276,1207
1811.9375,-1498,1028
1811.9453,-1557,727
1811.9531,-1461,753
1811.9609,-1422,862
1811.9688,-1425,792
1811.9766,-1635,596
1811.9844,-1647,572
1811.9922,-1742,692
1812.0000,-1971,404
1812.0078,-1636,321
1812.0156,-988,682
1812.0234,-419,882
1812.0312,273,983
1812.0391,638,1346
1812.0469,965,1580
1812.0547,1384,1918
1812.0625,1295,2074
1812.0703,1311,1896
1812.0781,1614,1912
1812.0859,1544,2063
1812.0938,1621,2189
1812.1016,1895,2389
1812.1094,1529,2268
1812.1172,1425,2334
1812.1250,1500,2531
1812.1328,1003,2088
1812.1406,1051,1645
1812.1484,1067,1854
1812.1562,219,1580
1812.1641,-4,1428
1812.1719,-40,1465
1812.1797,-107,1547
1812.1875,80,1447
1812.1953,-188,1267
1812.2031,-872,865
1812.2109,-398,926
1812.2188,-315,947
1812.2266,-972,1100
1812.2344,-1058,1027
1812.2422,-933,853
1812.2500,-785,674
1812.2578,-705,611
1812.2656,-1194,729
1812.2734,-1237,958
1812.2812,-785,615
1812.2891,-774,591
1812.2969,-1364,552
1812.3047,-1489,651
1812.3125,-991,448
1812.3203,-887,780
1812.3281,-978,368
1812.3359,-1226,267
1812.3438,-1232,555
1812.3516,-1351,647
1812.3594,-1370,721
1812.3672,-916,536
1812.3750,-784,430
1812.3828,-1071,582
1812.3906,-982,409
1812.3984,-910,184
1812.4062,-1473,671
1812.4141,-1149,299
1812.4219,-934,113
1812.4297,-1455,936
1812.4375,-1040,643
1812.4453,-593,168
1812.4531,-1124,154
1812.4609,-1547,242
1812.4688,-1019,162
1812.4766,-1173,946
1812.4844,-1215,688
1812.4922,-1174,-396
1812.5000,-1079,-280
1812.5078,-1540,773
1812.5156,-1458,781
1812.5234,-670,-438
1812.5312,-709,-394
1812.5391,-1998,763
1812.5469,-1703,926
1812.5547,-659,99
1812.5625,-1180,123
1812.5703,-1733,271
1812.5781,-1295,127
1812.5859,-532,-486
1812.5938,-922,-507
1812.6016,-1561,454
1812.6094,-1237,964
1812.6172,-1262,-163
1812.6250,-1837,242
1812.6328,-1068,51
1812.6406,-1026,-440
1812.6484,-1692,480
1812.6562,-661,519
1812.6641,-1058,-56
1812.6719,-1823,156
1812.6797,-1034,765
1812.6875,-515,264
1812.6953,-417,-665
1812.7031,120,-401
1812.7109,-750,255
1812.7188,-200,-415
1812.7266,946,-1720
1812.7344,-47,-991
1812.7422,-1025,-752
1812.7500,-818,-2204
1812.7578,-1570,-3077
1812.7656,-2112,-1853
1812.7734,-2811,-1724
1812.7812,-3766,-2300
1812.7891,-3690,-2582
1812.7969,-3785,-2199
1812.8047,-4577,-2772
1812.8125,-4402,-2579
1812.8203,-4322,-1922
1812.8281,-4641,-1970
1812.8359,-4362,-1746
1812.8438,-4182,-1756
1812.8516,-4527,-2166
1812.8594,-3926,-1865
1812.8672,-4219,-1390
1812.8750,-4494,-1502
1812.8828,-3571,-1880
1812.8906,-3406,-1618
1812.8984,-4526,-1197
1812.9062,-4291,-817
1812.9141,-3968,-1297
1812.9219,-4044,-1515
1812.9297,-3783,-1783
1812.9375,-3636,-1243
1812.9453,-4146,-244
1812.9531,-3855,-800
1812.9609,-3744,-2035
1812.9688,-3839,-1353
1812.9766,-3873,-887
1812.9844,-3792,-1044
1812.9922,-3663,-1033
1813.0000,-3657,-1208
1813.0078,-3820,-1563
1813.0156,-3954,-1077
1813.0234,-3995,-715
1813.0312,-3828,-945
1813.0391,-3500,-1266
1813.0469,-3893,-1045
1813.0547,-3876,-586
1813.0625,-3608,-928
1813.0703,-3661,-1135
1813.0781,-3763,-729
1813.0859,-3666,-860
1813.0938,-3695,-1094
1813.1016,-3878,-1068
1813.1094,-3397,-1009
1813.1172,-3169,-1192
1813.1250,-3853,-810
1813.1328,-3820,-801
1813.1406,-3377,-783
1813.1484,-3892,-886
1813.1562,-3992,-845
1813.1641,-3422,-917
1813.1719,-3630,-915
1813.1797,-3830,-863
1813.1875,-3535,-808
1813.1953,-3540,-1002
1813.2031,-3724,-803
1813.2109,-3684,-799
1813.2188,-3543,-1134
1813.2266,-3535,-942
1813.2344,-3778,-699
1813.2422,-3566,-909
1813.2500,-3179,-824
1813.2578,-3481,-665
1813.2656,-4039,-1195
1813.2734,-3977,-1490
1813.2812,-4312,-1198
1813.2891,-4693,-1511
1813.2969,-4910,-1967
1813.3047,-5128,-2043
1813.3125,-5729,-1737
1813.3203,-5895,-1635
1813.3281,-5617,-2122
1813.3359,-5237,-2347
1813.3438,-5566,-1591
1813.3516,-5696,-1629
1813.3594,-5512,-2333
1813.3672,-5447,-2330
1813.3750,-5302,-1901
1813.3828,-5328,-1870
1813.3906,-5639,-1737
1813.3984,-5213,-1564
1813.4062,-5153,-1666
1813.4141,-5317,-1748
1813.4219,-5134,-1735
1813.4297,-4924,-1752
1813.4375,-5138,-1690
1813.4453,-5033,-1732
1813.4531,-5054,-1785
1813.4609,-4886,-1770
1813.4688,-4787,-1603
1813.4766,-4709,-1784
1813.4844,-4737,-1803
1813.4922,-4831,-1470
1813.5000,-4625,-1338
1813.5078,-4477,-1655
1813.5156,-5013,-1278
1813.5234,-4498,-1255
1813.5312,-4336,-1796
1813.5391,-4908,-1812
1813.5469,-4576,-1525
1813.5547,-3894,-1865
1813.5625,-4739,-1147
1813.5703,-4525,-918
1813.5781,-4171,-1657
1813.5859,-4674,-1698
1813.5938,-4527,-1137
1813.6016,-3979,-1568
1813.6094,-4387,-1635
1813.6172,-4275,-1485
1813.6250,-4051,-1444
1813.6328,-4272,-1153
1813.6406,-4280,-1135
1813.6484,-4012,-1734
1813.6562,-4080,-1479
1813.6641,-4088,-1234
1813.6719,-4289,-1396
1813.6797,-4050,-1436
1813.6875,-4054,-1320
1813.6953,-4227,-1396
1813.7031,-4168,-1345
1813.7109,-4184,-1570
1813.7188,-4323,-1420
1813.7266,-4038,-1223
1813.7344,-4055,-1129
1813.7422,-4113,-1414
1813.7500,-4028,-1620
1813.7578,-4088,-1677
1813.7656,-4145,-1517
1813.7734,-4255,-1240
1813.7812,-4284,-1456
1813.7891,-3917,-1832
1813.7969,-3939,-1455
1813.8047,-4162,-1085
1813.8125,-4166,-1451
1813.8203,-4081,-1758
1813.8281,-3986,-1579
1813.8359,-4073,-1444
1813.8438,-4167,-1350
1813.8516,-3923,-1384
1813.8594,-3861,-1518
1813.8672,-4238,-1676
1813.8750,-4055,-1485
1813.8828,-3706,-1355
1813.8906,-3979,-1332
1813.8984,-4131,-1505
1813.9062,-3884,-1650
1813.9141,-3955,-1684
1813.9219,-4154,-1283
1813.9297,-3957,-1347
1813.9375,-3648,-1653
1813.9453,-3717,-1702
1813.9531,-4059,-1418
1813.9609,-4173,-1544
1813.9688,-4010,-1607
1813.9766,-3982,-1236
1813.9844,-3979,-1310
1813.9922,-3927,-1811
1814.0000,-3874,-1655
1814.0078,-4024,-1433
1814.0156,-4055,-1490
1814.0234,-3851,-1403
1814.0312,-3769,-1152
1814.0391,-3883,-1463
1814.0469,-3893,-1856
1814.0547,-3833,-1860
1814.0625,-3831,-1461
1814.0703,-3848,-1330
1814.0781,-3791,-1503
1814.0859,-3765,-1496
1814.0938,-3721,-1427
1814.1016,-3771,-1624
1814.1094,-3873,-1848
1814.1172,-3911,-1578
1814.1250,-3838,-1416
1814.1328,-3683,-1563
1814.1406,-3590,-1594
1814.1484,-3848,-1483
1814.1562,-3712,-1665
1814.1641,-3522,-1554
1814.1719,-3559,-1393
1814.1797,-3482,-1520
1814.1875,-3405,-1755
1814.1953,-3481,-1470
1814.2031,-3437,-1137
1814.2109,-3400,-1509
1814.2188,-3365,-1729
1814.2266,-3513,-1656
1814.2344,-3382,-1485
1814.2422,-3366,-1503
1814.2500,-3479,-1477
1814.2578,-3430,-1475
1814.2656,-3460,-1419
1814.2734,-3522,-1667
1814.2812,-3408,-1754
1814.2891,-3353,-1444
1814.2969,-3778,-1196
1814.3047,-3548,-1358
1814.3125,-3186,-1418
1814.3203,-3390,-1550
1814.3281,-3582,-1611
1814.3359,-3435,-1609
1814.3438,-3692,-1313
1814.3516,-3634,-1504
1814.3594,-3282,-1612
1814.3672,-3262,-1300
1814.3750,-3465,-1038
1814.3828,-3506,-1582
1814.3906,-3531,-1748
1814.3984,-3593,-1725
1814.4062,-3610,-1573
1814.4141,-3465,-1420
1814.4219,-3609,-1343
1814.4297,-3617,-1502
1814.4375,-3419,-1428
1814.4453,-3328,-1490
1814.4531,-3533,-1533
1814.4609,-3345,-1534
1814.4688,-3510,-1348
1814.4766,-3549,-1708
1814.4844,-3424,-1730
1814.4922,-3342,-1472
1814.5000,-3227,-1423
1814.5078,-3074,-1393
1814.5156,-3429,-1368
1814.5234,-3329,-1539
1814.5312,-3063,-1422
1814.5391,-3197,-1255
1814.5469,-3264,-1444
1814.5547,-3081,-1327
1814.5625,-3128,-1102
1814.5703,-3109,-1727
1814.5781,-3281,-1781
1814.5859,-3361,-1472
1814.5938,-3393,-1191
1814.6016,-3219,-1267
1814.6094,-3234,-1626
1814.6172,-3243,-1760
1814.6250,-3078,-1362
1814.6328,-2927,-1274
1814.6406,-3053,-1402
1814.6484,-2960,-1319
1814.6562,-2992,-1213
1814.6641,-3059,-1400
1814.6719,-3131,-1318
1814.6797,-2862,-1462
1814.6875,-3114,-1495
1814.6953,-3216,-1376
1814.7031,-3096,-1411
1814.7109,-3034,-1542
1814.7188,-3274,-1316
1814.7266,-3039,-1233
1814.7344,-3105,-1486
1814.7422,-3111,-1681
1814.7500,-3021,-1685
1814.7578,-3084,-1484
1814.7656,-3190,-1461
1814.7734,-2981,-1533
1814.7812,-3190,-1460
1814.7891,-2863,-1288
1814.7969,-2835,-1427
1814.8047,-3082,-1536
1814.8125,-3104,-1544
1814.8203,-2838,-1606
1814.8281,-3073,-1489
1814.8359,-3003,-1451
1814.8438,-2941,-1566
1814.8516,-2875,-1507
1814.8594,-2953,-1492
1814.8672,-2913,-1570
1814.8750,-3032,-1555
1814.8828,-3156,-1614
1814.8906,-3241,-1643
1814.8984,-3165,-1529
1814.9062,-3209,-1453
1814.9141,-3160,-1262
1814.9219,-3169,-1486
1814.9297,-2986,-1733
1814.9375,-2919,-1349
1814.9453,-2995,-1423
1814.9531,-3294,-1803
1814.9609,-3057,-1497
1814.9688,-3082,-1294
1814.9766,-3026,-1807
1814.9844,-3112,-1791
1814.9922,-3292,-1456
1815.0000,-3291,-1572
1815.0078,-3013,-1607
1815.0156,-3105,-1515
1815.0234,-3040,-1661
1815.0312,-2961,-1323
1815.0391,-2992,-1360
1815.0469,-2898,-1302
1815.0547,-3032,-1449
1815.0625,-3140,-1877
1815.0703,-2813,-1929
1815.0781,-2894,-1593
1815.0859,-3159,-1746
1815.0938,-3063,-1635
1815.1016,-2885,-1446
1815.1094,-3202,-1592
1815.1172,-3017,-1482
1815.1250,-2992,-1419
1815.1328,-3271,-1649
1815.1406,-3134,-1670
1815.1484,-3059,-1592
1815.1562,-3421,-1581
1815.1641,-3252,-1866
1815.1719,-3094,-1610
1815.1797,-3142,-1215
1815.1875,-3076,-1681
1815.1953,-2957,-1793
1815.2031,-2962,-1436
1815.2109,-2743,-1768
1815.2188,-2754,-1726
1815.2266,-2803,-1616
1815.2344,-2852,-1644
1815.2422,-3568,-1643
1815.2500,-3754,-2067
1815.2578,-3845,-2680
1815.2656,-4609,-2877
1815.2734,-5182,-2905
1815.2812,-5311,-2892
1815.2891,-5687,-2811
1815.2969,-5793,-2769
1815.3047,-5750,-2784
1815.3125,-5802,-2478
1815.3203,-5420,-2235
1815.3281,-5284,-2343
1815.3359,-5443,-2886
1815.3438,-5292,-2455
1815.3516,-5099,-2219
1815.3594,-5052,-2324
1815.3672,-5080,-2397
1815.3750,-5026,-2185
1815.3828,-4936,-1557
1815.3906,-4814,-1541
1815.3984,-4682,-2280
1815.4062,-4748,-2160
1815.4141,-4856,-1794
1815.4219,-4515,-2024
1815.4297,-4574,-1578
1815.4375,-4579,-1541
1815.4453,-4671,-2030
1815.4531,-4233,-1996
1815.4609,-4045,-1468
1815.4688,-4018,-2096
1815.4766,-4136,-1764
1815.4844,-4202,-1591
1815.4922,-4088,-1905
1815.5000,-3881,-1792
1815.5078,-3659,-1256
1815.5156,-3676,-1739
1815.5234,-3880,-1797
1815.5312,-3983,-1702
1815.5391,-3768,-1813
1815.5469,-3727,-1773
1815.5547,-3964,-1881
1815.5625,-3734,-1889
1815.5703,-3642,-1572
1815.5781,-3736,-2562
1815.5859,-3338,-2001
1815.5938,-2008,-1361
1815.6016,-660,-2920
1815.6094,142,-4586
1815.6172,-174,-1143
1815.6250,183,-1147
1815.6328,965,-2669
1815.6406,1290,-1656
1815.6484,1085,-221
1815.6562,1450,-281
1815.6641,1612,-352
1815.6719,1100,-1632
1815.6797,907,-2112
1815.6875,748,-725
1815.6953,240,-1028
1815.7031,164,-426
1815.7109,-42,-1448
1815.7188,-787,-3855
1815.7266,-885,-2446
1815.7344,-494,-991
1815.7422,-1103,-3468
1815.7500,-1472,-4693
1815.7578,-973,-1303
1815.7656,-1060,-1219
1815.7734,-1390,-4478
1815.7812,-1963,-4320
1815.7891,-2197,-3598
1815.7969,-1549,-4012
1815.8047,-1406,-3003
1815.8125,-1435,-4765
1815.8203,-1453,-6143
1815.8281,-1317,-3254
1815.8359,-1653,-4186
1815.8438,-1742,-8170
1815.8516,-2019,-5077
1815.8594,-1640,-4049
1815.8672,-1247,-5141
1815.8750,-1808,-4403
1815.8828,-1787,-5161
1815.8906,-1799,-6466
1815.8984,-2243,-5694
1815.9062,-2100,-4544
1815.9141,-1187,-2983
1815.9219,-889,-3859
1815.9297,-1014,-7378
1815.9375,-1471,-6216
1815.9453,-1027,-3051
1815.9531,-1480,-4239
1815.9609,-2745,-7005
1815.9688,-1954,-6202
1815.9766,-1231,-4919
1815.9844,-2188,-4105
1815.9922,-592,-2856
1816.0000,-418,-4581
1816.0078,-2659,-6341
1816.0156,-937,-6467
1816.0234,47,-4946
1816.0312,-2477,-2616
1816.0391,-2203,-5470
1816.0469,-1548,-7822
1816.0547,-2611,-5386
1816.0625,-2243,-4971
1816.0703,-2058,-6084
1816.0781,-2899,-4513
1816.0859,-2880,-5799
1816.0938,-2418,-5465
1816.1016,-2156,-2699
1816.1094,-1885,-3488
1816.1172,-2094,-5662
1816.1250,-2271,-5946
1816.1328,-2058,-5931
1816.1406,-2959,-6465
1816.1484,-3423,-6386
1816.1562,-3885,-5934
1816.1641,-4426,-5597
1816.1719,-4922,-5895
1816.1797,-5209,-7438
1816.1875,-5867,-7007
1816.1953,-6103,-6695
1816.2031,-6589,-7198
1816.2109,-6681,-6694
1816.2188,-6550,-6785
1816.2266,-6966,-6974
1816.2344,-6891,-7178
1816.2422,-6654,-7214
1816.2500,-6715,-6992
1816.2578,-6489,-6638
1816.2656,-6420,-6806
1816.2734,-6266,-6366
1816.2812,-6146,-5934
1816.2891,-5963,-6124
1816.2969,-6153,-5822
1816.3047,-5733,-5312
1816.3125,-5800,-5656
1816.3203,-5864,-5523
1816.3281,-5389,-4849
1816.3359,-5317,-5022
1816.3438,-6358,-4962
1816.3516,-6028,-5056
1816.3594,-5279,-4973
1816.3672,-5353,-4720
1816.3750,-5554,-4430
1816.3828,-5349,-3910
1816.3906,-4911,-3703
1816.3984,-4633,-3740
1816.4062,-5061,-3144
1816.4141,-4355,-3067
1816.4219,-4299,-3769
1816.4297,-4520,-3099
1816.4375,-4384,-2854
1816.4453,-4352,-3450
1816.4531,-4527,-2863
1816.4609,-4049,-2275
1816.4688,-4260,-2868
1816.4766,-4496,-3066
1816.4844,-4326,-2792
1816.4922,-4285,-2455
1816.5000,-4401,-2160
1816.5078,-4378,-2585
1816.5156,-4292,-2785
1816.5234,-4064,-2521
1816.5312,-4322,-2677
1816.5391,-4162,-2719
1816.5469,-4083,-2165
1816.5547,-4274,-2272
1816.5625,-4122,-2276
1816.5703,-3658,-1984
1816.5781,-4144,-2477
1816.5859,-4363,-2799
1816.5938,-4112,-2101
1816.6016,-4145,-2060
1816.6094,-3998,-2588
1816.6172,-4050,-2945
1816.6250,-4185,-2767
1816.6328,-3788,-2354
1816.6406,-3804,-2464
1816.6484,-3796,-2805
1816.6562,-3664,-2464
1816.6641,-3714,-2316
1816.6719,-3586,-2394
1816.6797,-3565,-2448
1816.6875,-3694,-2593
1816.6953,-3536,-2569
1816.7031,-3559,-2348
1816.7109,-3811,-2773
1816.7188,-3715,-2840
1816.7266,-3997,-2630
1816.7344,-4196,-2819
1816.7422,-3555,-2886
1816.7500,-3315,-2465
1816.7578,-4079,-3311
1816.7656,-4011,-3645
1816.7734,-3321,-2895
1816.7812,-3858,-3049
1816.7891,-3929,-3206
1816.7969,-3588,-3072
1816.8047,-3553,-3107
1816.8125,-3781,-2864
1816.8203,-3435,-2972
1816.8281,-3775,-3441
1816.8359,-3875,-3292
1816.8438,-3208,-3017
1816.8516,-3325,-3121
1816.8594,-3819,-2945
1816.8672,-3399,-3270
1816.8750,-3156,-3737
1816.8828,-3780,-3633
1816.8906,-3630,-3230
1816.8984,-3138,-3075
1816.9062,-3380,-3275
1816.9141,-3769,-3782
1816.9219,-3426,-3658
1816.9297,-3283,-3417
1816.9375,-3418,-3626
1816.9453,-3343,-3707
1816.9531,-3042,-3341
1816.9609,-3360,-3622
1816.9688,-3239,-3827
1816.9766,-2934,-3714
1816.9844,-3189,-4062
1816.9922,-3252,-4080
1817.0000,-2821,-3832
1817.0078,-3327,-4288
1817.0156,-2858,-4247
1817.0234,-2655,-4294
1817.0312,-3462,-4609
1817.0391,-3578,-4492
1817.0469,-3407,-4348
1817.0547,-3801,-4503
1817.0625,-3013,-4363
1817.0703,-3278,-4537
1817.0781,-4170,-4759
1817.0859,-3793,-4590
1817.0938,-3627,-4651
1817.1016,-3877,-4702
1817.1094,-2897,-4550
1817.1172,-3447,-4666
1817.1250,-2939,-4528
1817.1328,-2250,-4350
1817.1406,-3929,-4183
1817.1484,-3885,-3965
1817.1562,-2190,-4091
1817.1641,-3203,-4499
1817.1719,-4004,-4062
1817.1797,-3131,-4059
1817.1875,-3360,-4324
1817.1953,-3332,-4291
1817.2031,-2810,-4107
1817.2109,-3150,-4169
1817.2188,-3320,-4217
1817.2266,-3160,-4226
1817.2344,-3241,-3976
1817.2422,-3005,-3956
1817.2500,-3026,-4086
1817.2578,-3259,-4145
1817.2656,-3200,-3931
1817.2734,-3218,-3832
1817.2812,-3191,-3732
1817.2891,-2930,-3839
1817.2969,-2899,-3748
1817.3047,-2918,-3682
1817.3125,-3019,-3522
1817.3203,-3086,-3623
1817.3281,-3043,-3482
1817.3359,-2945,-3321
1817.3438,-3025,-3485
1817.3516,-3154,-3403
1817.3594,-3191,-3211
1817.3672,-3291,-3401
1817.3750,-3280,-3412
1817.3828,-3346,-3177
1817.3906,-3275,-3014
1817.3984,-2943,-2967
1817.4062,-3096,-3089
1817.4141,-3116,-3153
1817.4219,-3077,-2834
1817.4297,-3052,-2865
1817.4375,-3127,-3167
1817.4453,-2983,-3048
1817.4531,-2857,-2801
1817.4609,-3029,-2819
1817.4688,-2976,-2688
1817.4766,-2760,-2622
1817.4844,-2865,-2794
1817.4922,-2902,-2758
1817.5000,-2972,-2699
1817.5078,-2906,-2676
1817.5156,-2793,-2568
1817.5234,-2921,-2496
1817.5312,-3205,-2535
1817.5391,-3042,-2391
1817.5469,-2923,-2481
1817.5547,-2824,-2595
1817.5625,-2561,-2601
1817.5703,-2794,-2665
1817.5781,-3423,-2489
