Tiempo_s,Canal_1,Canal_2
105.0234,-3838,-1358
105.0312,-3640,-1310
105.0391,-3824,-1572
105.0469,-3945,-1477
105.0547,-3545,-1186
105.0625,-3324,-1282
105.0703,-3457,-1267
105.0781,-3317,-1239
105.0859,-3445,-1384
105.0938,-3375,-1151
105.1016,-2897,-984
105.1094,-2910,-1126
105.1172,-3454,-1481
105.1250,-3338,-1460
105.1328,-3104,-1136
105.1406,-3176,-1120
105.1484,-3053,-1361
105.1562,-2516,-1027
105.1641,-2885,-1229
105.1719,-2695,-1267
105.1797,-1546,-594
105.1875,-749,-502
105.1953,-1099,-1160
105.2031,-1089,-975
105.2109,-939,-1314
105.2188,-1409,-1907
105.2266,-1849,-2139
105.2344,-2202,-2262
105.2422,-2473,-2209
105.2500,-3309,-2402
105.2578,-4397,-3268
105.2656,-4991,-3441
105.2734,-5087,-3267
105.2812,-5820,-3322
105.2891,-6095,-3432
105.2969,-5859,-3420
105.3047,-5829,-3404
105.3125,-6016,-3316
105.3203,-5975,-3351
105.3281,-5901,-3206
105.3359,-5437,-2992
105.3438,-5469,-3017
105.3516,-5850,-3148
105.3594,-5484,-3139
105.3672,-5071,-3159
105.3750,-5432,-3006
105.3828,-5792,-2972
105.3906,-5688,-2945
105.3984,-5215,-3002
105.4062,-5241,-2906
105.4141,-5558,-2808
105.4219,-5163,-2863
105.4297,-4645,-2635
105.4375,-5440,-2773
105.4453,-5408,-2792
105.4531,-4711,-2642
105.4609,-4872,-2902
105.4688,-4894,-3121
105.4766,-4435,-2522
105.4844,-4919,-2391
105.4922,-4948,-2616
105.5000,-4692,-2679
105.5078,-4486,-2588
105.5156,-4337,-2427
105.5234,-4424,-2286
105.5312,-4509,-2377
105.5391,-4132,-2400
105.5469,-4305,-2410
105.5547,-3922,-2438
105.5625,-3927,-2166
105.5703,-4651,-2200
105.5781,-4276,-2361
105.5859,-3374,-2182
105.5938,-4157,-2011
105.6016,-4621,-2303
105.6094,-4107,-2281
105.6172,-3782,-2107
105.6250,-3932,-2152
105.6328,-4023,-2199
105.6406,-4044,-2269
105.6484,-4100,-2243
105.6562,-3937,-2014
105.6641,-3524,-2027
105.6719,-3982,-2131
105.6797,-3730,-1922
105.6875,-3432,-1949
105.6953,-3665,-2122
105.7031,-3612,-2154
105.7109,-3260,-2046
105.7188,-3968,-1923
105.7266,-4059,-1903
105.7344,-3624,-1907
105.7422,-3510,-1862
105.7500,-3550,-1873
105.7578,-3526,-2283
105.7656,-3625,-2182
105.7734,-3648,-2008
105.7812,-3957,-2073
105.7891,-3803,-2212
105.7969,-3598,-1996
105.8047,-3659,-1934
105.8125,-3666,-1999
105.8203,-3663,-2059
105.8281,-3831,-2158
105.8359,-3643,-2138
105.8438,-3541,-1635
105.8516,-3392,-1581
105.8594,-3795,-2123
105.8672,-3906,-2326
105.8750,-3378,-2105
105.8828,-3249,-2018
105.8906,-3966,-1902
105.8984,-4089,-1971
105.9062,-3843,-2006
105.9141,-3718,-1870
105.9219,-3897,-2034
105.9297,-3823,-2260
105.9375,-3715,-1966
105.9453,-3654,-1966
105.9531,-4201,-2190
105.9609,-3834,-2127
105.9688,-3277,-2178
105.9766,-3658,-2226
105.9844,-3830,-2140
105.9922,-3810,-2177
106.0000,-3829,-2171
106.0078,-3632,-1968
106.0156,-3600,-2212
106.0234,-4027,-2548
106.0312,-3814,-2346
106.0391,-3430,-2264
106.0469,-3700,-2422
106.0547,-3341,-2238
106.0625,-3228,-2227
106.0703,-3600,-2518
106.0781,-3867,-2442
106.0859,-3593,-2212
106.0938,-3406,-2407
106.1016,-3131,-2412
106.1094,-3601,-2318
106.1172,-3729,-2447
106.1250,-3251,-2564
106.1328,-3153,-2573
106.1406,-3383,-2316
106.1484,-3102,-2239
106.1562,-3393,-2479
106.1641,-3156,-2241
106.1719,-2855,-1953
106.1797,-3244,-2442
106.1875,-3356,-2717
106.1953,-3453,-2487
106.2031,-3428,-2495
106.2109,-3282,-2658
106.2188,-3390,-2621
106.2266,-3560,-2418
106.2344,-3243,-2404
106.2422,-3525,-2497
106.2500,-3382,-2317
106.2578,-3478,-2338
106.2656,-4097,-2723
106.2734,-3983,-2692
106.2812,-3768,-2625
106.2891,-4254,-2792
106.2969,-4206,-2680
106.3047,-4139,-2746
106.3125,-4434,-2899
106.3203,-4135,-2798
106.3281,-4026,-2820
106.3359,-4398,-3037
106.3438,-4253,-3062
106.3516,-4033,-2810
106.3594,-3942,-2900
106.3672,-4161,-3042
106.3750,-4237,-2947
106.3828,-4355,-2947
106.3906,-4270,-2841
106.3984,-4326,-2847
106.4062,-3940,-2998
106.4141,-3734,-2827
106.4219,-3956,-2709
106.4297,-4165,-2956
106.4375,-3695,-2808
106.4453,-3373,-2757
106.4531,-4273,-2877
106.4609,-4120,-2604
106.4688,-3642,-2659
106.4766,-4096,-3013
106.4844,-4356,-3078
106.4922,-4436,-3307
106.5000,-4763,-3371
106.5078,-5008,-3348
106.5156,-5399,-3755
106.5234,-5873,-4014
106.5312,-5818,-3887
106.5391,-5582,-3727
106.5469,-5634,-3622
106.5547,-5430,-3724
106.5625,-5346,-3887
106.5703,-5443,-3829
106.5781,-5423,-3952
106.5859,-5181,-3801
106.5938,-5129,-3506
106.6016,-5658,-3713
106.6094,-5615,-3589
106.6172,-5036,-3429
106.6250,-4968,-3650
106.6328,-5198,-3640
106.6406,-4980,-3594
106.6484,-4947,-3957
106.6562,-5261,-3772
106.6641,-4905,-3557
106.6719,-4838,-3799
106.6797,-5065,-3694
106.6875,-4957,-3508
106.6953,-4592,-3571
106.7031,-4823,-3546
106.7109,-4697,-3448
106.7188,-4494,-3411
106.7266,-4702,-3578
106.7344,-4739,-3603
106.7422,-4483,-3426
106.7500,-4599,-3530
106.7578,-4562,-3655
106.7656,-4143,-3516
106.7734,-4452,-3475
106.7812,-4941,-3765
106.7891,-4785,-3740
106.7969,-4567,-3476
106.8047,-4055,-3331
106.8125,-3950,-3419
106.8203,-3932,-3140
106.8281,-3779,-2969
106.8359,-3080,-2706
106.8438,-2903,-2544
106.8516,-2513,-2161
106.8594,-2278,-2488
106.8672,-2342,-2788
106.8750,-2689,-2327
106.8828,-2485,-2257
106.8906,-2507,-2820
106.8984,-2697,-2633
106.9062,-2706,-2635
106.9141,-2467,-2700
106.9219,-2707,-2486
106.9297,-2494,-2547
106.9375,-2310,-2800
106.9453,-2579,-2455
106.9531,-2868,-2869
106.9609,-2616,-2998
106.9688,-2900,-3232
106.9766,-2949,-3187
106.9844,-2447,-2030
106.9922,-2541,-1698
107.0000,-2934,-3224
107.0078,-3016,-3349
107.0156,-3234,-3296
107.0234,-3057,-3699
107.0312,-3237,-3466
107.0391,-3245,-3187
107.0469,-2907,-3285
107.0547,-3233,-3096
107.0625,-3694,-3384
107.0703,-3026,-3298
107.0781,-3064,-3092
107.0859,-3231,-2989
107.0938,-3273,-3234
107.1016,-3237,-3485
107.1094,-2865,-3564
107.1172,-2770,-3039
107.1250,-3175,-3438
107.1328,-3241,-3117
107.1406,-3174,-3287
107.1484,-3019,-3393
107.1562,-2813,-2773
107.1641,-2723,-2575
107.1719,-3004,-3456
107.1797,-3096,-3008
107.1875,-3100,-3443
107.1953,-2970,-4095
107.2031,-3138,-3650
107.2109,-3247,-2953
107.2188,-3046,-3069
107.2266,-2740,-2947
107.2344,-3222,-3269
107.2422,-3168,-3451
107.2500,-3010,-3429
107.2578,-2984,-3274
107.2656,-3011,-3220
107.2734,-3112,-3233
107.2812,-3304,-3131
107.2891,-2910,-2792
107.2969,-3164,-4194
107.3047,-3483,-3383
107.3125,-3276,-1846
107.3203,-2967,-2735
107.3281,-3552,-4681
107.3359,-3937,-5004
107.3438,-3810,-4683
107.3516,-3531,-4074
107.3594,-3670,-4133
107.3672,-3704,-4077
107.3750,-3726,-3869
107.3828,-3753,-4108
107.3906,-3561,-3927
107.3984,-3515,-4715
107.4062,-3868,-5534
107.4141,-3740,-4628
107.4219,-3513,-4795
107.4297,-3455,-4971
107.4375,-3500,-4376
107.4453,-3388,-3696
107.4531,-3456,-3997
107.4609,-3167,-4403
107.4688,-3272,-5775
107.4766,-3233,-5175
107.4844,-3277,-4713
107.4922,-3099,-5375
107.5000,-3587,-5398
107.5078,-3672,-4000
107.5156,-3231,-5417
107.5234,-3418,-5803
107.5312,-3623,-4121
107.5391,-3188,-3676
107.5469,-3160,-5258
107.5547,-3496,-6002
107.5625,-3355,-5784
107.5703,-3268,-5196
107.5781,-3275,-4418
107.5859,-3220,-5127
107.5938,-3506,-5614
107.6016,-3441,-4588
107.6094,-3236,-5015
107.6172,-3366,-5654
107.6250,-3321,-4756
107.6328,-2957,-3455
107.6406,-3026,-5169
107.6484,-3596,-6317
107.6562,-3530,-6584
107.6641,-3224,-5080
107.6719,-3095,-4438
107.6797,-3231,-4783
107.6875,-3160,-4144
107.6953,-3245,-3396
107.7031,-3573,-6150
107.7109,-3464,-6618
107.7188,-3603,-5555
107.7266,-3309,-5744
107.7344,-3225,-5311
107.7422,-3509,-4585
107.7500,-3524,-5032
107.7578,-3338,-5792
107.7656,-3514,-6000
107.7734,-3108,-5639
107.7812,-3000,-5689
107.7891,-3213,-5680
107.7969,-2736,-5491
107.8047,-2534,-4955
107.8125,-3012,-5900
107.8203,-2803,-5826
107.8281,-2909,-4812
107.8359,-3031,-5445
107.8438,-2863,-5618
107.8516,-2832,-5360
107.8594,-3293,-5841
107.8672,-3054,-6415
107.8750,-3037,-5823
107.8828,-3146,-5448
107.8906,-3371,-5119
107.8984,-3287,-5701
107.9062,-2880,-6685
107.9141,-3164,-6209
107.9219,-3649,-4994
107.9297,-3283,-5750
107.9375,-2857,-6381
107.9453,-3172,-6386
107.9531,-3616,-5409
107.9609,-3407,-4786
107.9688,-2751,-5397
107.9766,-2992,-6348
107.9844,-3663,-6072
107.9922,-3413,-6096
108.0000,-3076,-6687
108.0078,-2963,-6339
108.0156,-2791,-5958
108.0234,-3112,-6187
108.0312,-3436,-6125
108.0391,-3077,-5378
108.0469,-2571,-5878
108.0547,-2818,-6593
108.0625,-3167,-7343
108.0703,-3273,-6862
108.0781,-3128,-6347
108.0859,-3413,-6548
108.0938,-4132,-7735
108.1016,-4378,-7922
108.1094,-4525,-6990
108.1172,-5062,-7078
108.1250,-5607,-7375
108.1328,-5866,-6715
108.1406,-5853,-6895
108.1484,-6251,-7530
108.1562,-6602,-7773
108.1641,-6768,-7298
108.1719,-7044,-7032
108.1797,-7057,-6491
108.1875,-7332,-7437
108.1953,-8050,-8115
108.2031,-7880,-7594
108.2109,-7196,-7619
108.2188,-7222,-7109
108.2266,-7101,-6593
108.2344,-6773,-6900
108.2422,-7076,-7264
108.2500,-6951,-6986
108.2578,-6492,-6738
108.2656,-6512,-6750
108.2734,-6496,-6710
108.2812,-6153,-6565
108.2891,-6401,-6062
108.2969,-6143,-6106
108.3047,-5728,-6398
108.3125,-5974,-5799
108.3203,-5856,-5804
108.3281,-5492,-5898
108.3359,-5373,-5558
108.3438,-5415,-5527
108.3516,-5342,-4871
108.3594,-5226,-4863
108.3672,-5095,-5873
108.3750,-5400,-5628
108.3828,-5283,-5067
108.3906,-5349,-5300
108.3984,-5204,-4494
108.4062,-4933,-4227
108.4141,-4687,-5088
108.4219,-4740,-5488
108.4297,-4761,-4815
108.4375,-4539,-4704
108.4453,-4421,-4105
108.4531,-4647,-4734
108.4609,-5033,-4210
108.4688,-4962,-3999
108.4766,-4813,-4820
108.4844,-5096,-4737
108.4922,-4791,-4281
108.5000,-4458,-4671
108.5078,-4722,-4189
108.5156,-4648,-4183
108.5234,-4901,-4154
108.5312,-4820,-4235
108.5391,-4491,-4141
108.5469,-4602,-4506
108.5547,-4115,-3766
108.5625,-2758,-4034
108.5703,-1787,-5073
108.5781,-997,-4518
108.5859,-179,-2642
108.5938,255,-3340
108.6016,1006,-3343
108.6094,1525,-2475
108.6172,1344,-1659
108.6250,1645,-3209
108.6328,1593,-3086
108.6406,1583,-4133
108.6484,1674,-2413
108.6562,1944,-1233
108.6641,1306,-2828
108.6719,1641,-3092
108.6797,2356,-802
108.6875,1158,-2234
108.6953,900,-3422
108.7031,1370,-1989
108.7109,751,-2168
108.7188,105,-3204
108.7266,-208,-2359
108.7344,-412,-3340
108.7422,-129,-3775
108.7500,-868,-3240
108.7578,-1151,-1431
108.7656,-745,-2362
108.7734,-1080,-3707
108.7812,-1503,-3572
108.7891,-1288,-2411
108.7969,-1846,-4433
108.8047,-1906,-2977
108.8125,-1624,-2500
108.8203,-2127,-3783
108.8281,-2316,-5503
108.8359,-2152,-4106
108.8438,-1971,-2844
108.8516,-1087,-2575
108.8594,-1734,-5096
108.8672,-1566,-4975
108.8750,-1457,-2910
108.8828,-2137,-4114
108.8906,-873,-4029
108.8984,32,-3707
108.9062,-1693,-6459
108.9141,-841,-4833
108.9219,-189,-4354
108.9297,-2361,-6621
108.9375,-2881,-3544
108.9453,-1973,-1808
108.9531,-1501,-6458
108.9609,-1199,-5884
108.9688,-1619,-4028
108.9766,-1166,-5671
108.9844,-620,-3690
108.9922,-1266,-2730
109.0000,-1206,-6646
109.0078,-884,-5554
109.0156,-1131,-3619
109.0234,-1368,-5222
109.0312,-1174,-5599
109.0391,-434,-6060
109.0469,-994,-6052
109.0547,-1884,-3257
109.0625,-1200,-5160
109.0703,-796,-6127
109.0781,-1700,-3075
109.0859,-1221,-6240
109.0938,-917,-6935
109.1016,-1332,-3413
109.1094,-1228,-5392
109.1172,-1208,-6067
109.1250,-1673,-4634
109.1328,-1446,-5740
109.1406,-1399,-6729
109.1484,-1850,-5473
109.1562,-1437,-5293
109.1641,-1110,-5587
109.1719,-1649,-5825
109.1797,-1839,-6063
109.1875,-1277,-4942
109.1953,-1159,-5443
109.2031,-2024,-5902
109.2109,-1968,-4585
109.2188,-929,-5065
109.2266,-1540,-6215
109.2344,-1990,-6064
109.2422,-1033,-5433
109.2500,-1683,-4662
109.2578,-1986,-6130
109.2656,-990,-5343
109.2734,-1154,-3893
109.2812,-2050,-6578
109.2891,-1112,-7337
109.2969,-1531,-2951
109.3047,-2262,-5988
109.3125,-1159,-7976
109.3203,-949,-3813
109.3281,-2074,-5651
109.3359,-1899,-7532
109.3438,-1727,-4996
109.3516,-1746,-5985
109.3594,-1494,-6538
109.3672,-1360,-4459
109.3750,-1869,-5381
109.3828,-1249,-6102
109.3906,-1530,-5550
109.3984,-1994,-5665
109.4062,-1969,-5243
109.4141,-2093,-6341
109.4219,-1876,-6865
109.4297,-839,-5692
109.4375,-1539,-5698
109.4453,-2573,-5682
109.4531,-2129,-5784
109.4609,-1190,-7081
109.4688,-1967,-5559
109.4766,-2187,-4513
109.4844,-1975,-5756
109.4922,-1776,-5910
109.5000,-1785,-5413
109.5078,-2064,-6474
109.5156,-2335,-6529
109.5234,-1836,-5440
109.5312,-1566,-4638
109.5391,-1757,-6383
109.5469,-2350,-6556
109.5547,-1874,-5502
109.5625,-2043,-6433
109.5703,-2391,-6917
109.5781,-2033,-4582
109.5859,-1689,-4887
109.5938,-1885,-7040
109.6016,-2091,-6599
109.6094,-2370,-5998
109.6172,-1979,-5853
109.6250,-1997,-5426
109.6328,-2443,-5790
109.6406,-2806,-5683
109.6484,-2942,-5697
109.6562,-3321,-5902
109.6641,-3731,-6192
109.6719,-4600,-7359
109.6797,-4718,-7360
109.6875,-4667,-6595
109.6953,-4621,-6027
109.7031,-4483,-6148
109.7109,-4189,-5860
109.7188,-4492,-6407
109.7266,-4558,-7043
109.7344,-4666,-6568
109.7422,-4311,-5514
109.7500,-4135,-6388
109.7578,-4626,-6292
109.7656,-4482,-5901
109.7734,-4249,-5966
109.7812,-4803,-6495
109.7891,-4546,-6149
109.7969,-4623,-6395
109.8047,-4908,-5192
109.8125,-4407,-4664
109.8203,-4244,-6384
109.8281,-4327,-5777
109.8359,-3975,-4279
109.8438,-4497,-5815
109.8516,-4845,-6711
109.8594,-4289,-5799
109.8672,-4541,-4914
109.8750,-4697,-4838
109.8828,-4288,-4956
109.8906,-4278,-6532
109.8984,-4624,-6013
109.9062,-4710,-4990
109.9141,-4248,-5985
109.9219,-3616,-5303
109.9297,-3208,-3581
109.9375,-2841,-4600
109.9453,-2431,-5425
109.9531,-2258,-4769
109.9609,-1998,-3296
109.9688,-1962,-4952
109.9766,-2266,-5223
109.9844,-2288,-2927
109.9922,-2132,-3825
110.0000,-2067,-5571
110.0078,-2059,-4269
110.0156,-2486,-4150
110.0234,-2434,-4065
110.0312,-1678,-3718
110.0391,-2517,-3854
110.0469,-2861,-4268
110.0547,-1764,-4250
110.0625,-2105,-4840
110.0703,-2631,-4421
110.0781,-2081,-4305
110.0859,-2338,-4336
110.0938,-2723,-3926
110.1016,-2291,-4098
110.1094,-2189,-4014
110.1172,-1828,-3403
110.1250,-2079,-3841
110.1328,-2537,-3626
110.1406,-1982,-4300
110.1484,-1887,-5054
110.1562,-2658,-4669
110.1641,-2406,-3664
110.1719,-2373,-3548
110.1797,-2542,-3546
110.1875,-1810,-3938
110.1953,-1510,-4422
110.2031,-1991,-3463
110.2109,-2297,-2852
110.2188,-2348,-4527
110.2266,-2259,-5291
110.2344,-1996,-3555
110.2422,-2095,-2688
110.2500,-2041,-3671
110.2578,-1996,-4346
110.2656,-2280,-3911
110.2734,-2209,-3438
110.2812,-2151,-2481
110.2891,-2379,-3578
110.2969,-2283,-4825
110.3047,-1804,-4274
110.3125,-2292,-3666
110.3203,-2588,-3286
110.3281,-2557,-4014
110.3359,-1972,-3410
110.3438,-2097,-3443
110.3516,-2117,-4026
110.3594,-1776,-2765
110.3672,-1443,-2806
110.3750,-2165,-4661
110.3828,-1924,-3704
110.3906,-1655,-3058
110.3984,-1798,-3799
110.4062,-1815,-2754
110.4141,-1333,-2810
110.4219,-1798,-4153
110.4297,-1852,-3274
110.4375,-2003,-3475
110.4453,-2214,-4291
110.4531,-1806,-3584
110.4609,-1483,-3346
110.4688,-1748,-2941
110.4766,-1394,-3733
110.4844,-1599,-3593
110.4922,-1976,-3682
110.5000,-1828,-3267
110.5078,-1949,-4027
110.5156,-2260,-3787
110.5234,-1979,-3923
110.5312,-1848,-3421
110.5391,-1878,-3259
110.5469,-1751,-2512
110.5547,-2070,-3843
110.5625,-2103,-4401
110.5703,-1944,-2580
110.5781,-2116,-3165
110.5859,-2331,-5079
110.5938,-2168,-3653
110.6016,-2177,-3115
110.6094,-2096,-3982
110.6172,-2193,-3545
110.6250,-2470,-3125
110.6328,-2501,-3448
110.6406,-1931,-3060
110.6484,-1727,-3661
110.6562,-2227,-4048
110.6641,-2327,-4082
110.6719,-1964,-3375
110.6797,-2338,-3795
110.6875,-2369,-3695
110.6953,-1720,-2675
110.7031,-1657,-2689
110.7109,-2774,-4780
110.7188,-2499,-4125
110.7266,-1911,-2479
110.7344,-2503,-2735
110.7422,-2441,-4755
110.7500,-1989,-4239
110.7578,-2345,-3555
110.7656,-2323,-2508
110.7734,-1980,-3853
110.7812,-2200,-3861
110.7891,-2497,-3407
110.7969,-2498,-3608
110.8047,-2307,-2740
110.8125,-1696,-1826
110.8203,-2175,-4225
110.8281,-2879,-4036
110.8359,-2732,-2480
110.8438,-2056,-2330
110.8516,-2104,-4394
110.8594,-2439,-4003
110.8672,-2465,-1188
110.8750,-2109,-2041
110.8828,-2794,-6014
110.8906,-3138,-3025
110.8984,-3134,-1729
110.9062,-2921,-4621
110.9141,-3210,-4067
110.9219,-3747,-2778
110.9297,-3849,-4655
110.9375,-3350,-4462
110.9453,-3640,-2831
110.9531,-3265,-3041
110.9609,-3358,-4445
110.9688,-3611,-4765
110.9766,-3442,-2487
110.9844,-2673,-1964
110.9922,-3139,-4601
111.0000,-3421,-5609
111.0078,-3122,-3033
111.0156,-3472,-4806
111.0234,-3635,-5054
111.0312,-2723,-2456
111.0391,-2576,-3623
111.0469,-3522,-4846
111.0547,-3420,-4244
111.0625,-2637,-4909
111.0703,-2972,-5133
111.0781,-3318,-2687
111.0859,-3015,-5734
111.0938,-3198,-5109
111.1016,-2575,-2216
111.1094,-2522,-3493
111.1172,-3155,-5261
111.1250,-3307,-3176
111.1328,-2833,-6663
111.1406,-3204,-5903
111.1484,-3452,-3897
111.1562,-2943,-4265
111.1641,-2535,-5120
111.1719,-2597,-3478
111.1797,-2928,-4573
111.1875,-2738,-3408
111.1953,-2492,-3999
111.2031,-2945,-5021
111.2109,-2851,-3960
111.2188,-2588,-5100
111.2266,-2591,-6113
111.2344,-2350,-540
111.2422,-1856,-2778
111.2500,-2326,-7158
111.2578,-1604,-1959
111.2656,-331,-274
111.2734,615,-8307
111.2812,-108,-6078
111.2891,-1698,-3016
111.2969,-896,-3635
111.3047,-227,-6398
111.3125,-1174,-5652
111.3203,-935,-4606
111.3281,-598,-4054
111.3359,-1191,-5246
111.3438,-812,-5018
111.3516,-801,-5194
111.3594,-1290,-6212
111.3672,-603,-4097
111.3750,-451,-3699
111.3828,-1038,-6037
111.3906,-1385,-6543
111.3984,-995,-4755
111.4062,-992,-5720
111.4141,-1051,-6387
111.4219,-645,-3072
111.4297,-858,-4557
111.4375,-1513,-6925
111.4453,-924,-4221
111.4531,-1163,-2573
111.4609,-1578,-6333
111.4688,-1029,-4094
111.4766,-352,-3375
111.4844,-899,-6431
111.4922,-876,-4607
111.5000,-935,-4012
111.5078,-1059,-4955
111.5156,-672,-3570
111.5234,-1430,-5007
111.5312,-1124,-4665
111.5391,-43,-4166
111.5469,-551,-6175
111.5547,-1559,-6051
111.5625,-1262,-4421
111.5703,-1262,-6634
111.5781,-1491,-5831
111.5859,-1259,-4558
111.5938,-611,-5185
111.6016,-1243,-4718
111.6094,-1835,-4698
111.6172,-1389,-6085
111.6250,-1530,-6061
111.6328,-1582,-6309
111.6406,-1547,-5498
111.6484,-2164,-5097
111.6562,-1882,-5182
111.6641,-1802,-6057
111.6719,-2423,-5918
111.6797,-2333,-6400
111.6875,-1905,-4733
111.6953,-2664,-4847
111.7031,-2618,-6123
111.7109,-2390,-5314
111.7188,-2623,-5282
111.7266,-2165,-6035
111.7344,-2501,-6133
111.7422,-3328,-5277
111.7500,-2638,-4691
111.7578,-1971,-5588
111.7656,-2824,-6810
111.7734,-2694,-5277
111.7812,-2216,-4311
111.7891,-2226,-5672
111.7969,-2854,-6479
111.8047,-2759,-5459
111.8125,-2008,-4757
111.8203,-2366,-4447
111.8281,-3028,-5281
111.8359,-2325,-5591
111.8438,-2743,-5782
111.8516,-3108,-5781
111.8594,-2565,-5496
111.8672,-3018,-4922
111.8750,-2863,-5595
111.8828,-1982,-4533
111.8906,-2563,-3607
111.8984,-2602,-4615
111.9062,-2116,-5877
111.9141,-2931,-5083
111.9219,-2768,-4771
111.9297,-2030,-5090
111.9375,-2536,-5011
111.9453,-2154,-4574
111.9531,-1525,-4533
111.9609,-1672,-4895
111.9688,-1444,-4589
111.9766,-1984,-4072
111.9844,-2465,-4876
111.9922,-2949,-5934
112.0000,-3867,-5834
112.0078,-4295,-5320
112.0156,-4100,-5061
112.0234,-4370,-4294
112.0312,-4424,-4344
112.0391,-4460,-5207
112.0469,-4967,-5528
112.0547,-4546,-4710
112.0625,-4434,-4543
112.0703,-5067,-4299
112.0781,-4878,-3723
112.0859,-4568,-4031
112.0938,-4897,-4284
112.1016,-4867,-3818
112.1094,-4787,-3880
112.1172,-4970,-4110
112.1250,-4737,-3062
112.1328,-4349,-3307
112.1406,-4450,-3414
112.1484,-4363,-2641
112.1562,-4513,-3497
112.1641,-4364,-4268
112.1719,-3807,-3055
112.1797,-3579,-3423
112.1875,-2968,-3368
112.1953,-1154,-1774
112.2031,-555,-2075
112.2109,-730,-3068
112.2188,-560,-2188
112.2266,-932,-1667
112.2344,-894,-1269
112.2422,-394,-781
112.2500,-1309,-1501
112.2578,-1580,-1141
112.2656,-1161,245
112.2734,-2119,-896
112.2812,-2664,-1740
112.2891,-2347,-1047
112.2969,-2474,-1200
112.3047,-2549,-1369
112.3125,-2489,-767
112.3203,-2879,-1105
112.3281,-2809,-1236
112.3359,-2779,-700
112.3438,-2977,-1040
112.3516,-3160,-1576
112.3594,-3481,-1099
112.3672,-3490,-258
112.3750,-3367,-129
112.3828,-3334,-1146
112.3906,-3294,-1760
112.3984,-3464,-1599
112.4062,-3868,-1141
112.4141,-3651,-871
112.4219,-3554,-854
112.4297,-3972,-974
112.4375,-3931,-592
112.4453,-3779,-925
112.4531,-3719,-867
112.4609,-3804,-580
112.4688,-3783,-737
112.4766,-3736,-1214
112.4844,-3624,-623
112.4922,-3669,-565
112.5000,-3851,-1076
112.5078,-3615,-1058
112.5156,-3556,-233
112.5234,-3798,-365
112.5312,-3891,-1192
112.5391,-4032,-1590
112.5469,-4135,-663
112.5547,-4199,-994
112.5625,-4303,-1278
112.5703,-4074,-904
112.5781,-3944,-493
112.5859,-3907,-814
112.5938,-3801,-918
112.6016,-3795,-397
112.6094,-3835,-222
112.6172,-3769,-1091
112.6250,-3830,-852
112.6328,-3994,-150
112.6406,-3874,-584
112.6484,-3626,-621
112.6562,-3705,-708
112.6641,-3695,-1312
112.6719,-3568,-751
112.6797,-3653,-476
112.6875,-3439,-867
112.6953,-3520,-820
112.7031,-3521,-359
112.7109,-2978,-346
112.7188,-2594,5
112.7266,-2711,-735
112.7344,-2415,-906
112.7422,-1373,-958
112.7500,-2031,-1075
112.7578,-2732,-1537
112.7656,-2566,-1390
112.7734,-2685,-1919
112.7812,-3671,-2334
112.7891,-3545,-2993
112.7969,-3764,-2417
112.8047,-4529,-1501
112.8125,-4703,-2537
112.8203,-4971,-3098
112.8281,-5681,-2632
112.8359,-5919,-2965
112.8438,-7006,-2421
112.8516,-7077,-2312
112.8594,-6648,-3321
112.8672,-7404,-3792
112.8750,-8081,-2932
112.8828,-7865,-3140
112.8906,-8738,-3274
112.8984,-8918,-3393
112.9062,-8010,-2725
112.9141,-7554,-2291
112.9219,-7350,-2332
112.9297,-6765,-3030
112.9375,-7776,-3186
112.9453,-7551,-3055
112.9531,-7188,-2082
112.9609,-7446,-2481
112.9688,-7268,-2346
112.9766,-6483,-2073
112.9844,-6055,-1748
112.9922,-5971,-1933
113.0000,-6578,-2679
113.0078,-6862,-2481
113.0156,-5693,11
113.0234,-5505,-824
113.0312,-6416,-3097
113.0391,-5787,-2256
113.0469,-5927,-1456
113.0547,-6531,-2277
113.0625,-6292,-2003
113.0703,-6174,-1655
113.0781,-6102,-1435
113.0859,-5996,-1606
113.0938,-5968,-2058
113.1016,-5888,-1552
113.1094,-5951,-1409
113.1172,-5653,-2030
113.1250,-5858,-883
113.1328,-6201,-1180
113.1406,-5831,-2326
113.1484,-5238,-1839
113.1562,-5821,-1270
113.1641,-5579,-1807
113.1719,-5102,-1215
113.1797,-5788,-784
113.1875,-5827,-1721
113.1953,-5181,-1438
113.2031,-5492,-1532
113.2109,-5367,-1731
113.2188,-4680,-944
113.2266,-4554,-481
113.2344,-5010,-1115
113.2422,-5250,-1727
113.2500,-5104,-1508
113.2578,-5136,-1426
113.2656,-5212,-1469
113.2734,-5344,-1425
113.2812,-5261,-821
113.2891,-5051,-810
113.2969,-5127,-1744
113.3047,-5201,-1679
113.3125,-5393,-1291
113.3203,-5227,-1189
113.3281,-5223,-1412
113.3359,-5416,-1410
113.3438,-5066,-1191
113.3516,-4793,-1337
113.3594,-4994,-1784
113.3672,-5054,-1879
113.3750,-4245,-1853
113.3828,-3076,-1561
113.3906,-1931,-1034
113.3984,-1271,-1470
113.4062,-809,-1806
113.4141,270,-875
113.4219,843,-537
113.4297,648,-789
113.4375,1298,29
113.4453,1863,867
113.4531,2008,575
113.4609,2283,478
113.4688,1849,278
113.4766,1416,156
113.4844,1912,695
113.4922,1737,1004
113.5000,1336,1330
113.5078,1490,1093
113.5156,1690,1440
113.5234,1432,1572
