registro,modo,lado,metodo,bandwidth_B,SpSmooth_s,shift_s,n,Pearson,MAE,RMSE,bias
L05141322,bilateral,derecha,CWT Morlet,0.5,30,16,160080,0.9162251640939673,4.2600717122410074,4.789934910335582,3.9734165467545193
L05141322,bilateral,derecha,CWT Morlet,0.5,30,17,160020,0.9141512460276936,4.2668915776396075,4.806399141326507,3.9730113754340337
L05141322,bilateral,derecha,CWT Morlet,0.5,30,18,159960,0.9119653843910969,4.274239288159857,4.823680801400699,3.972571903312511
L05141322,bilateral,derecha,CWT Morlet,0.5,30,19,159900,0.9096855057857867,4.281964533722276,4.841669467368971,3.9721549545499664
L05141322,bilateral,derecha,CWT Morlet,0.5,30,20,159840,0.907330934591478,4.2901255755282675,4.860196956198937,3.9717565400646735
L05141322,bilateral,derecha,CWT Morlet,0.5,30,21,159780,0.9049206873210134,4.298552020698317,4.879086988152085,3.9713527846109664
L05141322,bilateral,derecha,CWT Morlet,0.5,30,22,159720,0.9024733548892854,4.3073241623182374,4.898233168772001,3.9710017431580598
L05141322,bilateral,derecha,CWT Morlet,0.5,30,23,159660,0.9000048692395701,4.3162459731810925,4.917463111001784,3.970649014972194
L05141322,bilateral,derecha,CWT Morlet,0.5,30,24,159600,0.8975291483827019,4.325492849182199,4.93674846962352,3.9703987203735864
L05141322,bilateral,derecha,CWT Morlet,0.5,30,25,159540,0.8950564898778005,4.335018352205352,4.955904156672653,3.9701212291217995
L05141322,bilateral,derecha,CWT Morlet,0.5,30,26,159480,0.8925957846358546,4.3446792802663285,4.974854255024623,3.9698096966346297
L05141322,bilateral,derecha,CWT Morlet,0.5,30,27,159420,0.8901571805459788,4.354577499669756,4.99352962922406,3.9694746599220085
L05141322,bilateral,derecha,CWT Morlet,0.5,30,28,159360,0.8877503518692131,4.36433474934114,5.011864777557519,3.9691226653200564
L05141322,bilateral,derecha,CWT Morlet,0.5,30,29,159300,0.8853853383911058,4.37385361713048,5.029798084600415,3.9687662709140805
L05141322,bilateral,derecha,CWT Morlet,0.5,30,30,159240,0.8830706724707782,4.383218256553532,5.047269622750768,3.9684056963409526
L05141322,bilateral,derecha,CWT Morlet,1.5,30,0,161040,0.9313992798899164,3.440184671185529,3.9868352197543477,3.167149824133476
L05141322,bilateral,derecha,CWT Morlet,1.5,30,1,160980,0.9326284134566303,3.4378889006194933,3.974361020043102,3.1673331486706866
L05141322,bilateral,derecha,CWT Morlet,1.5,30,2,160920,0.9336772934118418,3.4364841125313323,3.9636708980158404,3.1674777477018745
L05141322,bilateral,derecha,CWT Morlet,1.5,30,3,160860,0.93453854281001,3.4357911312132186,3.954813739919378,3.1675300444138204
L05141322,bilateral,derecha,CWT Morlet,1.5,30,4,160800,0.9352000163930246,3.435901443943278,3.9479631520359124,3.167534021106085
L05141322,bilateral,derecha,CWT Morlet,1.5,30,5,160740,0.9356308135397003,3.4368495482973116,3.9435002887106205,3.167553322151062
L05141322,bilateral,derecha,CWT Morlet,1.5,30,6,160680,0.9358064595493046,3.438554009398808,3.941667141658303,3.167564350909169
L05141322,bilateral,derecha,CWT Morlet,1.5,30,7,160620,0.9357201656188646,3.4410308913797403,3.9425182361648905,3.1675430019112327
L05141322,bilateral,derecha,CWT Morlet,1.5,30,8,160560,0.935372879189876,3.444057024917185,3.9460368072281704,3.1674820907620114
L05141322,bilateral,derecha,CWT Morlet,1.5,30,9,160500,0.9347703777963551,3.4477758302585557,3.9521766997531422,3.1674085952400666
L05141322,bilateral,derecha,CWT Morlet,1.5,30,10,160440,0.9339215270275064,3.4523774932648204,3.9608219694802904,3.1673062935841823
L05141322,bilateral,derecha,CWT Morlet,1.5,30,11,160380,0.9328361749782842,3.4577792109441963,3.971808657679009,3.1671156975047863
L05141322,bilateral,derecha,CWT Morlet,1.5,30,12,160320,0.9315270799013031,3.4641946872894858,3.985015227080475,3.166872102979045
L05141322,bilateral,derecha,CWT Morlet,1.5,30,13,160260,0.9300105769586767,3.471590750101102,4.000226680203872,3.1665419178597283
L05141322,bilateral,derecha,CWT Morlet,1.5,30,14,160200,0.928304516677255,3.4801056098955154,4.017281627491091,3.1661804200762207
L05141322,bilateral,derecha,CWT Morlet,1.5,30,15,160140,0.9264284838164648,3.4895155655055827,4.035954027027288,3.1657819866682577
L05141322,bilateral,derecha,CWT Morlet,1.5,30,16,160080,0.9244015515833531,3.4997197365227906,4.056058260834868,3.1653839934442507
L05141322,bilateral,derecha,CWT Morlet,1.5,30,17,160020,0.9222412626318734,3.5109232664850603,4.077407549384288,3.1650004634494326
L05141322,bilateral,derecha,CWT Morlet,1.5,30,18,159960,0.919964971871376,3.522819459940261,4.099773553274428,3.1645859348431338
L05141322,bilateral,derecha,CWT Morlet,1.5,30,19,159900,0.9175913374955734,3.5354958687438334,4.122991544061848,3.1641908666984557
L05141322,bilateral,derecha,CWT Morlet,1.5,30,20,159840,0.9151402582744954,3.5487839770559884,4.146847091538017,3.1638127866500048
L05141322,bilateral,derecha,CWT Morlet,1.5,30,21,159780,0.9126314340245613,3.5625488861335395,4.171128158821259,3.1634415901721735
L05141322,bilateral,derecha,CWT Morlet,1.5,30,22,159720,0.9100833837964831,3.5766910646369077,4.195677101079468,3.163118844354793
L05141322,bilateral,derecha,CWT Morlet,1.5,30,23,159660,0.9075113667361244,3.591141131346853,4.220306895684967,3.1627968542834624
L05141322,bilateral,derecha,CWT Morlet,1.5,30,24,159600,0.9049290794973047,3.6058953285840465,4.244953323643344,3.1625682612050396
L05141322,bilateral,derecha,CWT Morlet,1.5,30,25,159540,0.902346714973935,3.620852560641373,4.269439541218604,3.1623310583439186
L05141322,bilateral,derecha,CWT Morlet,1.5,30,26,159480,0.8997732105028371,3.6356713045370133,4.293669217808638,3.162067301496494
L05141322,bilateral,derecha,CWT Morlet,1.5,30,27,159420,0.8972183375615277,3.6502447324414726,4.317565338351915,3.161791780013968
L05141322,bilateral,derecha,CWT Morlet,1.5,30,28,159360,0.8946914192101881,3.664583554341874,4.341046064274648,3.1615023604954575
L05141322,bilateral,derecha,CWT Morlet,1.5,30,29,159300,0.8922026185022699,3.6786601757122876,4.364039163463831,3.1612203803551226
L05141322,bilateral,derecha,CWT Morlet,1.5,30,30,159240,0.8897602618078353,3.6924883850689416,4.386467107949464,3.160930938301338
L05141322,bilateral,derecha,CWT Morlet,3.0,30,0,161040,0.9336849834933404,3.234540812948307,3.792313503350229,2.951141717496872
L05141322,bilateral,derecha,CWT Morlet,3.0,30,1,160980,0.9349450076798262,3.231744455962966,3.7787481790679345,2.9513316167569514
L05141322,bilateral,derecha,CWT Morlet,3.0,30,2,160920,0.9360223875348813,3.2299933948403727,3.767098032888531,2.9514843084911098
L05141322,bilateral,derecha,CWT Morlet,3.0,30,3,160860,0.9369099062616295,3.2290499710450957,3.7574200554849617,2.9515473604697684
L05141322,bilateral,derecha,CWT Morlet,3.0,30,4,160800,0.9375948995198226,3.2289284221624706,3.749900243429302,2.951560290171062
L05141322,bilateral,derecha,CWT Morlet,3.0,30,5,160740,0.93804382337451,3.2296125268640994,3.744969238586811,2.9515854836224924
L05141322,bilateral,derecha,CWT Morlet,3.0,30,6,160680,0.9382297712726583,3.2312029805049165,3.7429153671356077,2.9516012897522375
L05141322,bilateral,derecha,CWT Morlet,3.0,30,7,160620,0.9381456993937599,3.2335532409146373,3.743800109017564,2.9515815856958683
L05141322,bilateral,derecha,CWT Morlet,3.0,30,8,160560,0.9377927930701716,3.2366779159235843,3.7476069452562393,2.9515243785598346
L05141322,bilateral,derecha,CWT Morlet,3.0,30,9,160500,0.9371774296948001,3.2407201767823675,3.754274235955208,2.9514524342074235
L05141322,bilateral,derecha,CWT Morlet,3.0,30,10,160440,0.9363093027343541,3.245776685208213,3.763670232526144,2.9513516445065973
L05141322,bilateral,derecha,CWT Morlet,3.0,30,11,160380,0.9351989435981892,3.2520017260901564,3.7756145846252744,2.9511630617805054
L05141322,bilateral,derecha,CWT Morlet,3.0,30,12,160320,0.9338599097994316,3.2594055272940476,3.789962567203374,2.9509203231815246
L05141322,bilateral,derecha,CWT Morlet,3.0,30,13,160260,0.9323091242710805,3.267917762008975,3.806481954400237,2.95059488709796
L05141322,bilateral,derecha,CWT Morlet,3.0,30,14,160200,0.9305652202137478,3.2775687785276046,3.8249797678185593,2.9502334161644876
L05141322,bilateral,derecha,CWT Morlet,3.0,30,15,160140,0.9286481223609996,3.2882920538830938,3.845212865950685,2.9498345660811327
L05141322,bilateral,derecha,CWT Morlet,3.0,30,16,160080,0.9265773987028314,3.3001963065778983,3.8669756640419273,2.949438350446189
L05141322,bilateral,derecha,CWT Morlet,3.0,30,17,160020,0.9243712893745779,3.313079729849349,3.890058091624572,2.949057129596848
L05141322,bilateral,derecha,CWT Morlet,3.0,30,18,159960,0.9220477251656871,3.326793465849744,3.914214545649305,2.948647552702243
L05141322,bilateral,derecha,CWT Morlet,3.0,30,19,159900,0.9196260099834365,3.3412822120097645,3.9392570892314462,2.9482569104327156
L05141322,bilateral,derecha,CWT Morlet,3.0,30,20,159840,0.9171265046176088,3.3563343472332967,3.964954072898346,2.947883704095946
L05141322,bilateral,derecha,CWT Morlet,3.0,30,21,159780,0.9145694939964136,3.3719578759311224,3.991077359951983,2.9475206054993093
L05141322,bilateral,derecha,CWT Morlet,3.0,30,22,159720,0.9119737085660254,3.3880412311585193,4.017450644383852,2.947202261035527
L05141322,bilateral,derecha,CWT Morlet,3.0,30,23,159660,0.9093541355884959,3.404425252174539,4.043885772924994,2.946884864136573
L05141322,bilateral,derecha,CWT Morlet,3.0,30,24,159600,0.9067244570803988,3.4210062710031597,4.070305570982278,2.946654960706006
L05141322,bilateral,derecha,CWT Morlet,3.0,30,25,159540,0.9040945775293797,3.4376143738223277,4.096540314358297,2.946420053896017
L05141322,bilateral,derecha,CWT Morlet,3.0,30,26,159480,0.9014734575870096,3.45403641200248,4.122487271569206,2.9461577342909377
L05141322,bilateral,derecha,CWT Morlet,3.0,30,27,159420,0.8988707237734056,3.470197310906667,4.148070124368338,2.945886804573415
L05141322,bilateral,derecha,CWT Morlet,3.0,30,28,159360,0.8962955851785136,3.486054586359913,4.173203706265388,2.9456029026938975
L05141322,bilateral,derecha,CWT Morlet,3.0,30,29,159300,0.8937584100788725,3.5015944440642426,4.197811211136967,2.9453293334618196
L05141322,bilateral,derecha,CWT Morlet,3.0,30,30,159240,0.8912674899302633,3.5166718683069047,4.221810496686687,2.94504664483092
L05141322,bilateral,derecha,CWT Morlet,6.0,30,0,161040,0.9347922747671041,3.0817630034522847,3.651650390033497,2.784644489042954
L05141322,bilateral,derecha,CWT Morlet,6.0,30,1,160980,0.9360862330993427,3.078428207747588,3.637092301231922,2.784852905398516
L05141322,bilateral,derecha,CWT Morlet,6.0,30,2,160920,0.9371947052973891,3.076216452371101,3.624563862793395,2.7850240026448807
L05141322,bilateral,derecha,CWT Morlet,6.0,30,3,160860,0.9381107322096719,3.074966648479844,3.6141278186693055,2.7851063462381527
L05141322,bilateral,derecha,CWT Morlet,6.0,30,4,160800,0.9388211412131183,3.074491853096009,3.605982027381936,2.7851356439983554
L05141322,bilateral,derecha,CWT Morlet,6.0,30,5,160740,0.9392894089478664,3.0750054662744244,3.600608565782283,2.7851719634806265
L05141322,bilateral,derecha,CWT Morlet,6.0,30,6,160680,0.9394860544128985,3.076407858465866,3.5983452483529037,2.7851983386026355
L05141322,bilateral,derecha,CWT Morlet,6.0,30,7,160620,0.939403772382937,3.078630057557098,3.5992592291975583,2.785185500811288
L05141322,bilateral,derecha,CWT Morlet,6.0,30,8,160560,0.9390440442937614,3.08195862866524,3.6033331630300296,2.785136392315062
L05141322,bilateral,derecha,CWT Morlet,6.0,30,9,160500,0.938414118489993,3.086452822974718,3.6104878473436375,2.78507066009957
L05141322,bilateral,derecha,CWT Morlet,6.0,30,10,160440,0.9375245920046265,3.092163585186876,3.6205722264097835,2.7849726252484186
L05141322,bilateral,derecha,CWT Morlet,6.0,30,11,160380,0.9363870992366584,3.099083047190978,3.633386584620002,2.784785607680101
L05141322,bilateral,derecha,CWT Morlet,6.0,30,12,160320,0.9350161400429875,3.1072520211167607,3.6487633590426176,2.784542874479283
L05141322,bilateral,derecha,CWT Morlet,6.0,30,13,160260,0.9334294700560186,3.1167965125336488,3.6664525093208113,2.7842218558975538
L05141322,bilateral,derecha,CWT Morlet,6.0,30,14,160200,0.9316465252627021,3.1277975853746987,3.68623115273671,2.783860699454137
L05141322,bilateral,derecha,CWT Morlet,6.0,30,15,160140,0.9296876677382724,3.1400234023979157,3.70783900965166,2.7834606530079053
L05141322,bilateral,derecha,CWT Morlet,6.0,30,16,160080,0.9275732332899067,3.1534265054959163,3.7310498594087638,2.783064575653057
L05141322,bilateral,derecha,CWT Morlet,6.0,30,17,160020,0.9253227138560459,3.167871297117137,3.7556272391338,2.782684534791624
L05141322,bilateral,derecha,CWT Morlet,6.0,30,18,159960,0.9229549813989426,3.1830733533584374,3.7813083530315725,2.782281823134315
L05141322,bilateral,derecha,CWT Morlet,6.0,30,19,159900,0.9204898328455876,3.198923043419214,3.807884346642728,2.781898186663341
L05141322,bilateral,derecha,CWT Morlet,6.0,30,20,159840,0.9179476978500349,3.2153858318375215,3.835112915048784,2.7815327694496066
L05141322,bilateral,derecha,CWT Morlet,6.0,30,21,159780,0.9153491428629795,3.232505113692756,3.8627549060322446,2.7811804013194705
L05141322,bilateral,derecha,CWT Morlet,6.0,30,22,159720,0.9127129920319799,3.2501824536449666,3.8906207730217655,2.7808708352339093
L05141322,bilateral,derecha,CWT Morlet,6.0,30,23,159660,0.9100543038148067,3.2681337278323075,3.9185201562025176,2.7805648377671686
L05141322,bilateral,derecha,CWT Morlet,6.0,30,24,159600,0.9073867925593762,3.286191217471529,3.9463627236224093,2.7803404157572644
L05141322,bilateral,derecha,CWT Morlet,6.0,30,25,159540,0.9047200140573216,3.3042983384016664,3.973988261122838,2.780114900371078
L05141322,bilateral,derecha,CWT Morlet,6.0,30,26,159480,0.9020626599931348,3.3222371480757014,4.001292537762302,2.7798621984336664
L05141322,bilateral,derecha,CWT Morlet,6.0,30,27,159420,0.8994243361134409,3.339871230566082,4.028197512067297,2.779602284785969
L05141322,bilateral,derecha,CWT Morlet,6.0,30,28,159360,0.8968144014653174,3.3571418461651845,4.054614391435295,2.77933010542906
L05141322,bilateral,derecha,CWT Morlet,6.0,30,29,159300,0.8942433344555639,3.3739637451589766,4.080463078530189,2.7790699782079926
L05141322,bilateral,derecha,CWT Morlet,6.0,30,30,159240,0.8917193669729796,3.3901519041066805,4.105658770767631,2.7787990124538684
L05141322,bilateral,derecha,CWT Morlet,12.0,30,0,161040,0.9351741722642307,2.9446347857575814,3.532654916143938,2.632095103046036
L05141322,bilateral,derecha,CWT Morlet,12.0,30,1,160980,0.9364972374191909,2.940130148147162,3.5171391858690466,2.632318242539467
L05141322,bilateral,derecha,CWT Morlet,12.0,30,2,160920,0.9376313990365777,2.936907521963733,3.5037722944837015,2.632500752074911
L05141322,bilateral,derecha,CWT Morlet,12.0,30,3,160860,0.9385699525281223,2.9350964707910605,3.492624026424958,2.6325936250668267
L05141322,bilateral,derecha,CWT Morlet,12.0,30,4,160800,0.9392993577035647,2.934335280780293,3.483904374470689,2.6326305021062484
L05141322,bilateral,derecha,CWT Morlet,12.0,30,5,160740,0.9397803756034596,2.9348071403647875,3.4781452566349964,2.6326674945852147
L05141322,bilateral,derecha,CWT Morlet,12.0,30,6,160680,0.9399811139147083,2.9364270358106754,3.47573624023701,2.6326948035490294
L05141322,bilateral,derecha,CWT Morlet,12.0,30,7,160620,0.9398940863420776,2.9390706809910214,3.4767490938977064,2.63267955820602
L05141322,bilateral,derecha,CWT Morlet,12.0,30,8,160560,0.9395213533109359,2.9429545781949322,3.4811612359262982,2.6326293629789466
L05141322,bilateral,derecha,CWT Morlet,12.0,30,9,160500,0.9388714175968748,2.948266859683336,3.4888696270704935,2.6325599348110593
L05141322,bilateral,derecha,CWT Morlet,12.0,30,10,160440,0.9379560824023991,2.9549019665167857,3.499697087684103,2.632451527837148
L05141322,bilateral,derecha,CWT Morlet,12.0,30,11,160380,0.936788272254664,2.9629143943932976,3.513422444360541,2.6322516990773894
L05141322,bilateral,derecha,CWT Morlet,12.0,30,12,160320,0.9353835551379137,2.9724063121401474,3.5298532982432134,2.6319940339539456
L05141322,bilateral,derecha,CWT Morlet,12.0,30,13,160260,0.9337604709165112,2.9834207538098685,3.548722097024775,2.6316629994109753
L05141322,bilateral,derecha,CWT Morlet,12.0,30,14,160200,0.9319391125653166,2.9958053725837615,3.5697777007652154,2.6312888641587295
L05141322,bilateral,derecha,CWT Morlet,12.0,30,15,160140,0.9299402529718797,3.0095308829598797,3.5927426310290205,2.6308753779075396
L05141322,bilateral,derecha,CWT Morlet,12.0,30,16,160080,0.9277849783129763,3.024531126269945,3.617368047360524,2.630466079904243
L05141322,bilateral,derecha,CWT Morlet,12.0,30,17,160020,0.9254938488857886,3.0405184892026393,3.6433910520471784,2.6300708483511004
L05141322,bilateral,derecha,CWT Morlet,12.0,30,18,159960,0.9230864575215921,3.057176458702642,3.670535274404883,2.6296574593989166
L05141322,bilateral,derecha,CWT Morlet,12.0,30,19,159900,0.920583074420909,3.074671985630184,3.6985710202986004,2.629261661547374
L05141322,bilateral,derecha,CWT Morlet,12.0,30,20,159840,0.9180038326636508,3.0928009840716526,3.7272500956428227,2.628883535086015
L05141322,bilateral,derecha,CWT Morlet,12.0,30,21,159780,0.9153692747568869,3.1116549287427837,3.756326377718985,2.6285206712730145
L05141322,bilateral,derecha,CWT Morlet,12.0,30,22,159720,0.9126981189745854,3.1309749374515228,3.7856016703480884,2.6282004158672554
L05141322,bilateral,derecha,CWT Morlet,12.0,30,23,159660,0.9100058939129462,3.150461037017198,3.814880043322157,2.627889237157147
L05141322,bilateral,derecha,CWT Morlet,12.0,30,24,159600,0.9073068929333122,3.1701304963994126,3.844051595905967,2.627655270097201
L05141322,bilateral,derecha,CWT Morlet,12.0,30,25,159540,0.9046108672052026,3.1897062139858443,3.8729620380624765,2.627427915622759
L05141322,bilateral,derecha,CWT Morlet,12.0,30,26,159480,0.9019267442538484,3.209038767958814,3.9015013038534763,2.6271775587361756
L05141322,bilateral,derecha,CWT Morlet,12.0,30,27,159420,0.8992643505671479,3.2280354811645964,3.9295865899399813,2.6269238825514067
L05141322,bilateral,derecha,CWT Morlet,12.0,30,28,159360,0.896633204132654,3.246413818594547,3.9571246853060473,2.626659478514591
L05141322,bilateral,derecha,CWT Morlet,12.0,30,29,159300,0.8940436170882589,3.2643469818048367,3.9840338406171547,2.6264074418606644
L05141322,bilateral,derecha,CWT Morlet,12.0,30,30,159240,0.8915037545001504,3.2817637532943627,4.0102277302269,2.6261420205756396
L04301923,bilateral,izquierda,Welch,,30,0,430140,0.982344778174264,1.0638611544942764,1.631420737303666,-0.02058818592056319
L04301923,bilateral,izquierda,Welch,,30,1,430080,0.9826559006254022,1.04749080031667,1.6184010311740147,-0.020726989853984645
L04301923,bilateral,izquierda,Welch,,30,2,430020,0.9829369055127599,1.032254360660538,1.6065521666590403,-0.02086594987384151
L04301923,bilateral,izquierda,Welch,,30,3,429960,0.983185999255175,1.0183853667672458,1.5959787284849498,-0.021013532576766594
L04301923,bilateral,izquierda,Welch,,30,4,429900,0.9834043929620705,1.0060096986073037,1.5866530260219887,-0.02115702069927183
L04301923,bilateral,izquierda,Welch,,30,5,429840,0.9835747605844752,0.9961989707812976,1.5793438824529893,-0.02129620114761714
L04301923,bilateral,izquierda,Welch,,30,6,429780,0.9836234506805568,0.9935702715466393,1.5772528198947728,-0.021439239401205533
L04301923,bilateral,izquierda,Welch,,30,7,429720,0.9835429195388152,0.9984967340452763,1.5807226311366105,-0.021565696118903646
L04301923,bilateral,izquierda,Welch,,30,8,429660,0.9833467447608947,1.0098659607257228,1.5891399180076642,-0.021693793246280964
L04301923,bilateral,izquierda,Welch,,30,9,429600,0.9830476134790188,1.0265611775142758,1.6018848035668778,-0.021826090161040188
L04301923,bilateral,izquierda,Welch,,30,10,429540,0.9826615534518653,1.0473718617544034,1.6181828299361902,-0.021945086717239836
L04301923,bilateral,izquierda,Welch,,30,11,429480,0.9822023504466314,1.071262540945225,1.6373571113498042,-0.02205579183695631
L04301923,bilateral,izquierda,Welch,,30,12,429420,0.9816834532230376,1.097238768966828,1.658752830039757,-0.0221525649398908
L04301923,bilateral,izquierda,Welch,,30,13,429360,0.9811180608993626,1.124465149728985,1.6817548619951717,-0.02225826926646388
L04301923,bilateral,izquierda,Welch,,30,14,429300,0.9805175786588445,1.1522668320074296,1.7058443076172474,-0.022390468906704406
L04301923,bilateral,izquierda,Welch,,30,15,429240,0.979893422041153,1.1801260981667232,1.73052554004426,-0.022512919063153274
L04301923,bilateral,izquierda,Welch,,30,16,429180,0.979256354234568,1.2076802810787721,1.7553598482569537,-0.02264964606563848
L04301923,bilateral,izquierda,Welch,,30,17,429120,0.9786144987343166,1.234533946696627,1.7800288278640413,-0.0227734501518137
L04301923,bilateral,izquierda,Welch,,30,18,429060,0.9779764225612867,1.2605785008654506,1.8042167122230888,-0.0229251577332004
L04301923,bilateral,izquierda,Welch,,30,19,429000,0.9773464217079466,1.2856742917533,1.8277829289934555,-0.023076715183184375
L04301923,bilateral,izquierda,Welch,,30,20,428940,0.9767282648882335,1.3097503375418005,1.8506144546203747,-0.023203545263049723
L04301923,bilateral,izquierda,Welch,,30,21,428880,0.9761264288844169,1.3326879453153104,1.8725768753769174,-0.023323394459633627
L04301923,bilateral,izquierda,Welch,,30,22,428820,0.9755446562090125,1.3544870105461955,1.8935658186000421,-0.02345405989458711
L04301923,bilateral,izquierda,Welch,,30,23,428760,0.9749864660565818,1.3749478512563642,1.913483652466667,-0.023585979773820594
L04301923,bilateral,izquierda,Welch,,30,24,428700,0.9744545246473185,1.394103687603444,1.9322719632514824,-0.02370211423355124
L04301923,bilateral,izquierda,Welch,,30,25,428640,0.9739509020938673,1.4119771457808228,1.9498901008119445,-0.023813124333237665
L04301923,bilateral,izquierda,Welch,,30,26,428580,0.9734784945432576,1.428595960312738,1.9662711698789102,-0.023947025233601607
L04301923,bilateral,izquierda,Welch,,30,27,428520,0.9730379637186604,1.4439541002805276,1.9814204203462138,-0.02408864308353475
L04301923,bilateral,izquierda,Welch,,30,28,428460,0.9726294176719112,1.4581485613675815,1.9953657820714341,-0.024213784338937745
L04301923,bilateral,izquierda,Welch,,30,29,428400,0.9722538061634025,1.4711131153630865,2.008099995447822,-0.024343749754436757
L04301923,bilateral,izquierda,Welch,,30,30,428340,0.9719104415480325,1.4828920154926108,2.0196657248924983,-0.024454223053511186
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,0,430140,0.9777546974175864,3.927830848443289,4.266850117419639,3.497678192356082
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,1,430080,0.9778734746293316,3.9282461359074885,4.265196446705963,3.49758025385204
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,2,430020,0.9779777037653227,3.9286369591071906,4.263736996561121,3.4974829517473376
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,3,429960,0.9780653736724945,3.9289700316896954,4.2624877382446344,3.497372363757917
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,4,429900,0.9781371760996042,3.929188641821938,4.261450584289549,3.4972637193857508
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,5,429840,0.9781865526945243,3.929313080405253,4.260710649075974,3.4971534940539506
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,6,429780,0.9781898847544758,3.929430480354468,4.260577788310692,3.497038513329396
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,7,429720,0.9781452906366277,3.929590648379741,4.2610914823185375,3.4969366354289013
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,8,429660,0.978057382802503,3.9297212254285756,4.26218014344205,3.4968331845984344
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,9,429600,0.9779287657883409,3.929798654982719,4.2638049005130725,3.4967296877336285
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,10,429540,0.9777655084714619,3.9298241519547004,4.265900889400727,3.496642862515239
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,11,429480,0.9775720263292966,3.929763035000749,4.268400162055359,3.4965629271292515
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,12,429420,0.9773537839927281,3.9296040483186285,4.271238058633215,3.4965018834698105
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,13,429360,0.9771166317142699,3.9293312538371645,4.2743141475010535,3.49643255767257
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,14,429300,0.9768648994256998,3.928969790866777,4.2775608095289686,3.496342002346248
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,15,429240,0.9766035955531525,3.928541807912129,4.2809322939045575,3.496255871288114
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,16,429180,0.9763379685919548,3.928090414145159,4.2843459659868985,3.4961574868243406
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,17,429120,0.9760721012031249,3.927667551131092,4.2877596210338,3.4960624894031995
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,18,429060,0.9758104567773966,3.9272482075356456,4.29109278488178,3.4959430076370865
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,19,429000,0.9755544623870734,3.926890991171423,4.294347673947917,3.4958246906359256
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,20,428940,0.9753054019873699,3.9265766251815903,4.2975242158572,3.495724278354086
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,21,428880,0.9750643436120872,3.9262769605844876,4.3006018932292225,3.4956316252344455
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,22,428820,0.9748323240626589,3.9260009745496,4.303554470226927,3.4955307857569964
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,23,428760,0.9746106234839573,3.925775846862922,4.306366400163409,3.4954298508872133
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,24,428700,0.97440070103138,3.92555831686997,4.309027233925261,3.4953362363161578
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,25,428640,0.9742044087182609,3.9253814445001667,4.311513074166951,3.495250282618483
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,26,428580,0.9740236633475907,3.9251988834730094,4.313779391966012,3.4951468424952603
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,27,428520,0.9738586524728192,3.9250146939174435,4.315836152250563,3.4950451797079802
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,28,428460,0.9737096123331958,3.9247935010517017,4.317689094800645,3.4949523900775774
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,29,428400,0.9735767322765182,3.9245621152215815,4.319330418647911,3.4948616593036386
L04301923,bilateral,izquierda,CWT Morlet,0.5,30,30,428340,0.9734586753317991,3.92433607775535,4.320789169721073,3.4947916733964384
L04301923,bilateral,izquierda,CWT Morlet,1.5,30,0,430140,0.9777719157568213,2.9666122404176227,3.2876595791092136,2.4393218523615
L04301923,bilateral,izquierda,CWT Morlet,1.5,30,1,430080,0.9779262546186542,2.9664125512169828,3.284748844629389,2.439192656965295
L04301923,bilateral,izquierda,CWT Morlet,1.5,30,2,430020,0.9780622203729634,2.9662522141012877,3.2821714474150707,2.4390626442625094
L04301923,bilateral,izquierda,CWT Morlet,1.5,30,3,429960,0.9781779256032042,2.966090600123885,3.2799573734501726,2.438923520971821
L04301923,bilateral,izquierda,CWT Morlet,1.5,30,4,429900,0.9782737213909883,2.9659054230353927,3.278107249687864,2.4387867297367367
L04301923,bilateral,izquierda,CWT Morlet,1.5,30,5,429840,0.9783413293420354,2.965755039740752,3.276771397661439,2.4386495070613314
