registro,modo,lado,metodo,SpSmooth_s,shift_s,n,Pearson,MAE,RMSE
L04301923,bilateral,derecha,Welch,30,10,3322920,0.9802009647316285,1.0532013335310617,1.7874040406262621
L04301923,bilateral,derecha,Welch,30,11,3322560,0.979989273795796,1.0799375374835547,1.7965857618231689
L04301923,bilateral,derecha,Welch,30,12,3322200,0.9797180103981062,1.1086529983939366,1.808225327511294
L04301923,bilateral,derecha,Welch,30,13,3321840,0.9793981129390827,1.1385852713961058,1.8218121504702347
L04301923,bilateral,derecha,Welch,30,14,3321480,0.9790414046255903,1.169052925893756,1.8368191140240975
L04301923,bilateral,derecha,Welch,30,15,3321120,0.9786558070476479,1.1995468822938726,1.8528819820142122
L04301923,bilateral,derecha,Welch,30,16,3320760,0.9782544466516429,1.2295778677582583,1.869446405006079
L04301923,bilateral,derecha,Welch,30,17,3320400,0.9778432541568646,1.2588833887810111,1.8862548665089922
L04301923,bilateral,derecha,Welch,30,18,3320040,0.9774309488266064,1.287208189273538,1.9029512133932722
L04301923,bilateral,derecha,Welch,30,19,3319680,0.977025353729806,1.3143860116283224,1.9192368800429749
L04301923,bilateral,derecha,Welch,30,20,3319320,0.9766313400407526,1.3402894113183192,1.9349261947703835
L04301923,bilateral,derecha,Welch,30,21,3318960,0.9762551627417568,1.3648066231646283,1.9497959985051447
L04301923,bilateral,derecha,Welch,30,22,3318660,0.9758938995738454,1.3880021945927197,1.9639777728407308
L04301923,bilateral,derecha,Welch,30,23,3318360,0.9755304547422259,1.4098044778359828,1.97811311197605
L04301923,bilateral,derecha,Welch,30,24,3318060,0.975170037110967,1.4302238177822022,1.992007661538755
L04301923,bilateral,derecha,Welch,30,25,3317760,0.9748195747659095,1.4491810262566125,2.0054109737120247
L04301923,bilateral,derecha,Welch,30,26,3317460,0.9744864960968795,1.4667260192712763,2.0180572925010747
L04301923,bilateral,derecha,Welch,30,27,3317160,0.974171849872918,1.4829301548574187,2.02992615150633
L04301923,bilateral,derecha,Welch,30,28,3316860,0.9738748811128426,1.497834426715141,2.0410538539525525
L04301923,bilateral,derecha,Welch,30,29,3316560,0.973598933824737,1.5114172491338242,2.0513331707609552
L04301923,bilateral,derecha,Welch,30,30,3316260,0.9733445888982745,1.5237556364349643,2.0607575477572193
L04301923,bilateral,derecha,spectrogram,30,0,3326520,0.977501636583048,1.0655969838591335,1.8970656927213816
L04301923,bilateral,derecha,spectrogram,30,1,3326160,0.9780677624542982,1.0464086539447262,1.8743619582437858
L04301923,bilateral,derecha,spectrogram,30,2,3325800,0.9785976392717342,1.028903638425784,1.8528850315383931
L04301923,bilateral,derecha,spectrogram,30,3,3325440,0.9790893505705339,1.013331452966298,1.83275266762004
L04301923,bilateral,derecha,spectrogram,30,4,3325080,0.9795409441794917,1.0000938294242903,1.8140931018003457
L04301923,bilateral,derecha,spectrogram,30,5,3324720,0.9799285535157913,0.9910037472058283,1.7979590804887304
L04301923,bilateral,derecha,spectrogram,30,6,3324360,0.980201776833948,0.989641801381567,1.7865626026677015
L04301923,bilateral,derecha,spectrogram,30,7,3324000,0.9803538148924218,0.9963991921078278,1.7802824695880572
L04301923,bilateral,derecha,spectrogram,30,8,3323640,0.9803972591423009,1.0101106385853569,1.778629695073214
L04301923,bilateral,derecha,spectrogram,30,9,3323280,0.9803407660690034,1.0295227651313443,1.7812463265003744
L04301923,bilateral,derecha,spectrogram,30,10,3322920,0.9802009647316285,1.0532013335310617,1.7874040406262621
L04301923,bilateral,derecha,spectrogram,30,11,3322560,0.979989273795796,1.0799375374835547,1.7965857618231689
L04301923,bilateral,derecha,spectrogram,30,12,3322200,0.9797180103981062,1.1086529983939366,1.808225327511294
L04301923,bilateral,derecha,spectrogram,30,13,3321840,0.9793981129390827,1.1385852713961058,1.8218121504702347
L04301923,bilateral,derecha,spectrogram,30,14,3321480,0.9790414046255903,1.169052925893756,1.8368191140240975
L04301923,bilateral,derecha,spectrogram,30,15,3321120,0.9786558070476479,1.1995468822938726,1.8528819820142122
L04301923,bilateral,derecha,spectrogram,30,16,3320760,0.9782544466516429,1.2295778677582583,1.869446405006079
L04301923,bilateral,derecha,spectrogram,30,17,3320400,0.9778432541568646,1.2588833887810111,1.8862548665089922
L04301923,bilateral,derecha,spectrogram,30,18,3320040,0.9774309488266064,1.287208189273538,1.9029512133932722
L04301923,bilateral,derecha,spectrogram,30,19,3319680,0.977025353729806,1.3143860116283224,1.9192368800429749
L04301923,bilateral,derecha,spectrogram,30,20,3319320,0.9766313400407526,1.3402894113183192,1.9349261947703835
L04301923,bilateral,derecha,spectrogram,30,21,3318960,0.9762551627417568,1.3648066231646283,1.9497959985051447
L04301923,bilateral,derecha,spectrogram,30,22,3318660,0.9758938995738454,1.3880021945927197,1.9639777728407308
L04301923,bilateral,derecha,spectrogram,30,23,3318360,0.9755304547422259,1.4098044778359828,1.97811311197605
L04301923,bilateral,derecha,spectrogram,30,24,3318060,0.975170037110967,1.4302238177822022,1.992007661538755
L04301923,bilateral,derecha,spectrogram,30,25,3317760,0.9748195747659095,1.4491810262566125,2.0054109737120247
L04301923,bilateral,derecha,spectrogram,30,26,3317460,0.9744864960968795,1.4667260192712763,2.0180572925010747
L04301923,bilateral,derecha,spectrogram,30,27,3317160,0.974171849872918,1.4829301548574187,2.02992615150633
L04301923,bilateral,derecha,spectrogram,30,28,3316860,0.9738748811128426,1.497834426715141,2.0410538539525525
L04301923,bilateral,derecha,spectrogram,30,29,3316560,0.973598933824737,1.5114172491338242,2.0513331707609552
L04301923,bilateral,derecha,spectrogram,30,30,3316260,0.9733445888982745,1.5237556364349643,2.0607575477572193
